feat1	feat2	R	p	Padj	name_int	type	sign	color
RANBP1	GGCT	0.680506346857873	9.1413987490796e-11	1.79567570990697e-08	RANBP1 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
RBPMS2	GGCT	0.630688478698277	4.86742912642057e-09	6.02388337187857e-07	RBPMS2 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
RRAS	GGCT	0.512785519969932	5.66385255940105e-06	0.00030815197823182	RRAS (interacts with) GGCT	prot-prot	NA	prot-prot_NA
SAMD9L	GGCT	0.765619805791269	1.15463194561016e-14	4.70649974020142e-12	SAMD9L (interacts with) GGCT	prot-prot	NA	prot-prot_NA
SNX5	GGCT	0.460939550345552	5.92947186626169e-05	0.00235345962172489	SNX5 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
SPARC	GGCT	0.477735981104015	2.88738256242205e-05	0.0012653239625085	SPARC (interacts with) GGCT	prot-prot	NA	prot-prot_NA
TACC3	GGCT	0.58684279590587	9.34378259209723e-08	8.52391960799491e-06	TACC3 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
TIMP3	GGCT	0.453451141632403	8.0756100456103e-05	0.00304301784257187	TIMP3 (interacts with) GGCT	prot-prot	NA	prot-prot_NA
taurine	GGCT	0.489843408275741	1.67832605895146e-05	0.000785053063640684	taurine (interacts with) GGCT	met-prot	pos	met-prot_pos
GLB1	GGH	0.595066048464701	5.55115238221049e-08	5.35915763816411e-06	GLB1 (interacts with) GGH	prot-prot	NA	prot-prot_NA
HEG1	GGH	0.459959758551308	6.17656914179143e-05	0.00244209846899467	HEG1 (interacts with) GGH	prot-prot	NA	prot-prot_NA
NPC2	GGH	0.447012509841659	0.0001047279253652	0.00379324841097086	NPC2 (interacts with) GGH	prot-prot	NA	prot-prot_NA
PLA2G15	GGH	0.604164115125536	3.06689837969998e-08	3.12531549169426e-06	PLA2G15 (interacts with) GGH	prot-prot	NA	prot-prot_NA
SMPD1	GGH	0.479100691103141	2.71886746081584e-05	0.00119966523013318	SMPD1 (interacts with) GGH	prot-prot	NA	prot-prot_NA
TNFRSF10B	GGH	0.508774385443093	6.88764113587759e-06	0.00036431436533334	TNFRSF10B (interacts with) GGH	prot-prot	NA	prot-prot_NA
HEG1	GLB1	0.488618668532937	1.77467431097256e-05	0.000825609353365494	HEG1 (interacts with) GLB1	prot-prot	NA	prot-prot_NA
ITGB5	GLB1	0.493167701863354	1.44080590946949e-05	0.000692233784007044	ITGB5 (interacts with) GLB1	prot-prot	NA	prot-prot_NA
L1CAM	GLB1	0.562033067973056	4.1328232747162e-07	3.10324273961146e-05	L1CAM (interacts with) GLB1	prot-prot	NA	prot-prot_NA
MDK	GLB1	0.447642375995101	0.000102121771377028	0.00371983984249942	MDK (interacts with) GLB1	prot-prot	NA	prot-prot_NA
PLA2G15	GLB1	0.585023182573703	1.04645171639106e-07	9.37971381393454e-06	PLA2G15 (interacts with) GLB1	prot-prot	NA	prot-prot_NA
taurohyocholate*	GLB1	-0.448494716770303	9.86903166486641e-05	0.0036257043369638	taurohyocholate* (interacts with) GLB1	met-prot	neg	met-prot_neg
HAGH	GLRX	0.676108826874289	1.33915101230286e-10	2.55683256475372e-08	HAGH (interacts with) GLRX	prot-prot	NA	prot-prot_NA
INPP5D	GLRX	0.579214416936401	1.49545692718078e-07	1.28439243779273e-05	INPP5D (interacts with) GLRX	prot-prot	NA	prot-prot_NA
LXN	GLRX	0.572600822325256	2.22684290562825e-07	1.8358050021359e-05	LXN (interacts with) GLRX	prot-prot	NA	prot-prot_NA
NPM1	GLRX	0.459854780859067	6.20360150969113e-05	0.00244713497340811	NPM1 (interacts with) GLRX	prot-prot	NA	prot-prot_NA
PSME1	GLRX	0.609482984865716	2.14921236363352e-08	2.2948762369276e-06	PSME1 (interacts with) GLRX	prot-prot	NA	prot-prot_NA
PSMG3	GLRX	0.651649024582276	9.99571980742076e-10	1.51887624055956e-07	PSMG3 (interacts with) GLRX	prot-prot	NA	prot-prot_NA
TGM2	GLRX	0.687236462251771	5.03073138702348e-11	1.03766411260051e-08	TGM2 (interacts with) GLRX	prot-prot	NA	prot-prot_NA
NPC2	GM2A	0.465103665471087	4.97798302236951e-05	0.00203234664569871	NPC2 (interacts with) GM2A	prot-prot	NA	prot-prot_NA
PIK3IP1	GM2A	0.551360335928615	7.55409233832438e-07	5.30024839475875e-05	PIK3IP1 (interacts with) GM2A	prot-prot	NA	prot-prot_NA
SERPINF1	GM2A	0.504037302418923	8.65028307273086e-06	0.000447861430055904	SERPINF1 (interacts with) GM2A	prot-prot	NA	prot-prot_NA
TNFRSF10B	GM2A	0.514688128772636	5.15745183315985e-06	0.000285438282490399	TNFRSF10B (interacts with) GM2A	prot-prot	NA	prot-prot_NA
TNFRSF1B	GM2A	0.55538448079783	6.03239518337517e-07	4.32714827678979e-05	TNFRSF1B (interacts with) GM2A	prot-prot	NA	prot-prot_NA
1-ribosyl-imidazoleacetate*	GM2A	0.467903070597498	4.42008955701123e-05	0.0018456569077081	1-ribosyl-imidazoleacetate* (interacts with) GM2A	met-prot	pos	met-prot_pos
N-acetylputrescine	GM2A	0.51048902108302	6.33701927932329e-06	0.000339738319609649	N-acetylputrescine (interacts with) GM2A	met-prot	pos	met-prot_pos
SORT1	GPNMB	0.459259907269705	6.35886417856835e-05	0.00249687510864886	SORT1 (interacts with) GPNMB	prot-prot	NA	prot-prot_NA
INPP5D	HAGH	0.672749540722596	1.78485226598468e-10	3.30938672855499e-08	INPP5D (interacts with) HAGH	prot-prot	NA	prot-prot_NA
LXN	HAGH	0.672189659697314	1.87172055632345e-10	3.4312145627734e-08	LXN (interacts with) HAGH	prot-prot	NA	prot-prot_NA
NPM1	HAGH	0.445192896509492	0.000112605403978172	0.00403025334377625	NPM1 (interacts with) HAGH	prot-prot	NA	prot-prot_NA
PSME1	HAGH	0.721389204793981	1.86295423532101e-12	5.0094936924653e-10	PSME1 (interacts with) HAGH	prot-prot	NA	prot-prot_NA
PSMG3	HAGH	0.828116525238387	0	0	PSMG3 (interacts with) HAGH	prot-prot	NA	prot-prot_NA
RANBP1	HAGH	0.52412320991604	3.21405194814162e-06	0.00018801105701202	RANBP1 (interacts with) HAGH	prot-prot	NA	prot-prot_NA
TGM2	HAGH	0.833365409850407	0	0	TGM2 (interacts with) HAGH	prot-prot	NA	prot-prot_NA
HEPH	HEG1	0.564947335356096	3.49235568242179e-07	2.70947715784264e-05	HEPH (interacts with) HEG1	prot-prot	NA	prot-prot_NA
LRPAP1	HEG1	0.500866065960983	1.00567782561622e-05	0.000506388363957346	LRPAP1 (interacts with) HEG1	prot-prot	NA	prot-prot_NA
PODXL	HEG1	0.488408713148456	1.79169950977887e-05	0.000831270883669761	PODXL (interacts with) HEG1	prot-prot	NA	prot-prot_NA
PTPRK	HEG1	0.532954247222465	2.03774093154863e-06	0.000125489657367311	PTPRK (interacts with) HEG1	prot-prot	NA	prot-prot_NA
TCOF1	HEG1	0.502335753652349	9.38031863872979e-06	0.000477475882344065	TCOF1 (interacts with) HEG1	prot-prot	NA	prot-prot_NA
SERPINF1	HEPH	0.445764476383335	0.000110073950573053	0.00394698671244419	SERPINF1 (interacts with) HEPH	prot-prot	NA	prot-prot_NA
PLA2G15	ICAM1	0.507374682879888	7.36995576877675e-06	0.000387828819963498	PLA2G15 (interacts with) ICAM1	prot-prot	NA	prot-prot_NA
PTPRK	ICAM1	0.550240573878051	8.03784561798082e-07	5.57117072792841e-05	PTPRK (interacts with) ICAM1	prot-prot	NA	prot-prot_NA
TNFRSF1B	ICAM1	0.440573878050914	0.000135119942680006	0.00471451104350892	TNFRSF1B (interacts with) ICAM1	prot-prot	NA	prot-prot_NA
PSME1	IFIT3	0.442253521126761	0.000126492539786582	0.00443457805012892	PSME1 (interacts with) IFIT3	prot-prot	NA	prot-prot_NA
PAMR1	IGF2R	0.455060799580089	7.56135627533183e-05	0.00287454669356804	PAMR1 (interacts with) IGF2R	prot-prot	NA	prot-prot_NA
MATN2	IGFBP7	0.458774024810004	6.48833933705184e-05	0.00253264859139585	MATN2 (interacts with) IGFBP7	prot-prot	NA	prot-prot_NA
NPC2	IGFBP7	0.458091663841025	6.67429193572655e-05	0.00259887516162938	NPC2 (interacts with) IGFBP7	prot-prot	NA	prot-prot_NA
PLA2G15	IGFBP7	0.485088663203438	2.08196798352489e-05	0.000944610208779491	PLA2G15 (interacts with) IGFBP7	prot-prot	NA	prot-prot_NA
TNFRSF10B	IL6	0.548001049776922	9.0941346209128e-07	6.18642058450439e-05	TNFRSF10B (interacts with) IL6	prot-prot	NA	prot-prot_NA
TNFRSF1B	IL6	0.508739392879013	6.89933055975089e-06	0.000364557219700418	TNFRSF1B (interacts with) IL6	prot-prot	NA	prot-prot_NA
LXN	INPP5D	0.446347651124136	0.000107545320471525	0.00388707083702851	LXN (interacts with) INPP5D	prot-prot	NA	prot-prot_NA
NFKB1	INPP5D	0.620878496030197	9.80998149380241e-09	1.1271602897577e-06	NFKB1 (interacts with) INPP5D	prot-prot	NA	prot-prot_NA
NPM1	INPP5D	0.553144956696702	6.83936323131462e-07	4.85850201328242e-05	NPM1 (interacts with) INPP5D	prot-prot	NA	prot-prot_NA
PSME1	INPP5D	0.62897384305835	5.51146550620274e-09	6.61375860744329e-07	PSME1 (interacts with) INPP5D	prot-prot	NA	prot-prot_NA
PSMG3	INPP5D	0.733636602222028	5.06039654624146e-13	1.4683726927399e-10	PSMG3 (interacts with) INPP5D	prot-prot	NA	prot-prot_NA
RANBP1	INPP5D	0.564557471436802	3.57225166780495e-07	2.75896008508966e-05	RANBP1 (interacts with) INPP5D	prot-prot	NA	prot-prot_NA
SAMD9L	INPP5D	0.44463301548421	0.000115136986971631	0.00410655253532151	SAMD9L (interacts with) INPP5D	prot-prot	NA	prot-prot_NA
TGM2	INPP5D	0.540057737730732	1.39909853924536e-06	9.03870452523794e-05	TGM2 (interacts with) INPP5D	prot-prot	NA	prot-prot_NA
spermine	INPP5D	0.456565479835535	7.10817950433373e-05	0.00273670239387242	spermine (interacts with) INPP5D	met-prot	pos	met-prot_pos
ITGB5	ITGAV	0.636112326130697	3.26878368817063e-09	4.25024633479604e-07	ITGB5 (interacts with) ITGAV	prot-prot	NA	prot-prot_NA
L1CAM	ITGB5	0.532289388504943	2.10981162407364e-06	0.000129153665092279	L1CAM (interacts with) ITGB5	prot-prot	NA	prot-prot_NA
KIF22	JPT2	0.529914529934807	2.38726221857277e-06	0.000144416710890339	KIF22 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
LBR	JPT2	0.649794418686029	1.15555476298823e-09	1.73030007659112e-07	LBR (interacts with) JPT2	prot-prot	NA	prot-prot_NA
MCFD2	JPT2	0.509124311083895	6.77176090335685e-06	0.000358924293081948	MCFD2 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
MGMT	JPT2	0.846592599072697	0	0	MGMT (interacts with) JPT2	prot-prot	NA	prot-prot_NA
MTHFD2	JPT2	0.455760650861692	7.34735374701145e-05	0.00280773875332223	MTHFD2 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
MZT1	JPT2	0.628728895109789	5.60983126618453e-09	6.71610568371183e-07	MZT1 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
NEXN	JPT2	0.835779896771936	0	0	NEXN (interacts with) JPT2	prot-prot	NA	prot-prot_NA
NT5C	JPT2	0.709841658647537	5.98543437035914e-12	1.46386623457927e-09	NT5C (interacts with) JPT2	prot-prot	NA	prot-prot_NA
PAGR1	JPT2	0.587892572828274	8.74989245502888e-08	8.05366445323089e-06	PAGR1 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
PLEKHO1	JPT2	0.626874289213542	6.41064668016611e-09	7.58642427403989e-07	PLEKHO1 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
PPP1CC	JPT2	0.833330417286327	0	0	PPP1CC (interacts with) JPT2	prot-prot	NA	prot-prot_NA
PPP1R14A	JPT2	0.79200419910769	4.44089209850063e-16	2.25825958593062e-13	PPP1R14A (interacts with) JPT2	prot-prot	NA	prot-prot_NA
PRTFDC1	JPT2	0.799317645000437	0	0	PRTFDC1 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
PSRC1	JPT2	0.759986002974368	2.35367281220533e-14	9.0212414652885e-12	PSRC1 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
PSTPIP2	JPT2	0.835115038054413	0	0	PSTPIP2 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
RANBP1	JPT2	0.590767131219625	7.30110232272096e-08	6.84278495063775e-06	RANBP1 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
RBPMS2	JPT2	0.814784358323856	0	0	RBPMS2 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
RNASEH2A	JPT2	0.574372971529034	2.0032182668217e-07	1.66975945458451e-05	RNASEH2A (interacts with) JPT2	prot-prot	NA	prot-prot_NA
RRAS	JPT2	0.661767664863612	4.45093517598139e-10	7.3269240589232e-08	RRAS (interacts with) JPT2	prot-prot	NA	prot-prot_NA
RRM2B	JPT2	0.549855655673169	8.21076535206799e-07	5.68335456175488e-05	RRM2B (interacts with) JPT2	prot-prot	NA	prot-prot_NA
SAMD9L	JPT2	0.751937713235937	6.28386231937839e-14	2.18067005894104e-11	SAMD9L (interacts with) JPT2	prot-prot	NA	prot-prot_NA
SNX5	JPT2	0.516542734668883	4.70487627923788e-06	0.000263514117450008	SNX5 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
SPARC	JPT2	0.653293675094043	8.78221051436867e-10	1.3464308418447e-07	SPARC (interacts with) JPT2	prot-prot	NA	prot-prot_NA
TACC3	JPT2	0.839209168051789	0	0	TACC3 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
TIMP3	JPT2	0.606648587175225	2.5996923724847e-08	2.70832049190292e-06	TIMP3 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
TSC22D1	JPT2	0.467238211879975	4.54707444106361e-05	0.0018879364857965	TSC22D1 (interacts with) JPT2	prot-prot	NA	prot-prot_NA
taurine	JPT2	0.471577289825912	3.77564799580732e-05	0.00160927204203041	taurine (interacts with) JPT2	met-prot	pos	met-prot_pos
MKI67	JUN	0.485609308022045	2.03372751603759e-05	0.000924356152422039	MKI67 (interacts with) JUN	prot-prot	NA	prot-prot_NA
LBR	KIF22	0.487590653423027	1.85949707720567e-05	0.000858075201125637	LBR (interacts with) KIF22	prot-prot	NA	prot-prot_NA
MCFD2	KIF22	0.448153688703079	0.000100050293123877	0.00366518049560792	MCFD2 (interacts with) KIF22	prot-prot	NA	prot-prot_NA
MGMT	KIF22	0.590679649044115	7.34162521887072e-08	6.86823080585064e-06	MGMT (interacts with) KIF22	prot-prot	NA	prot-prot_NA
NEXN	KIF22	0.531681669880111	2.17777509425865e-06	0.000132834769907902	NEXN (interacts with) KIF22	prot-prot	NA	prot-prot_NA
PPP1CC	KIF22	0.550857762751922	7.7677182241942e-07	5.41316157387536e-05	PPP1CC (interacts with) KIF22	prot-prot	NA	prot-prot_NA
PPP1R14A	KIF22	0.542197027376424	1.24719181937571e-06	8.12890505623562e-05	PPP1R14A (interacts with) KIF22	prot-prot	NA	prot-prot_NA
PRTFDC1	KIF22	0.447506320604304	0.000102679598566802	0.00373750827951165	PRTFDC1 (interacts with) KIF22	prot-prot	NA	prot-prot_NA
PSRC1	KIF22	0.471686393915293	3.75791749145371e-05	0.00160437774198722	PSRC1 (interacts with) KIF22	prot-prot	NA	prot-prot_NA
RBPMS2	KIF22	0.550507834049882	7.91980504954992e-07	5.51166920521523e-05	RBPMS2 (interacts with) KIF22	prot-prot	NA	prot-prot_NA
RNASEH2A	KIF22	0.484568009238199	2.13127242640887e-05	0.000965274707410578	RNASEH2A (interacts with) KIF22	prot-prot	NA	prot-prot_NA
RRAS	KIF22	0.58099170661721	1.34168996357431e-07	1.17392157630625e-05	RRAS (interacts with) KIF22	prot-prot	NA	prot-prot_NA
TACC3	KIF22	0.587827730122486	8.78551587035759e-08	8.05757312681367e-06	TACC3 (interacts with) KIF22	prot-prot	NA	prot-prot_NA
TSC22D1	KIF22	0.510615962017282	6.29793660289479e-06	0.00033834939741075	TSC22D1 (interacts with) KIF22	prot-prot	NA	prot-prot_NA
PSRC1	L1CAM	0.453241186247922	8.14501882699936e-05	0.00306467521578525	PSRC1 (interacts with) L1CAM	prot-prot	NA	prot-prot_NA
MGMT	LBR	0.630933426646837	4.78148676208434e-09	5.9318154613684e-07	MGMT (interacts with) LBR	prot-prot	NA	prot-prot_NA
MTHFD2	LBR	0.443128335228764	0.000122202899069723	0.00430476055982235	MTHFD2 (interacts with) LBR	prot-prot	NA	prot-prot_NA
MZT1	LBR	0.469932639314146	4.05250009380964e-05	0.0017130568297783	MZT1 (interacts with) LBR	prot-prot	NA	prot-prot_NA
NEXN	LBR	0.563852681305223	3.72108019286443e-07	2.8482068361478e-05	NEXN (interacts with) LBR	prot-prot	NA	prot-prot_NA
NT5C	LBR	0.458770011372583	6.48941889851429e-05	0.00253264859139585	NT5C (interacts with) LBR	prot-prot	NA	prot-prot_NA
PARP1	LBR	0.520181961333217	3.92278562699744e-06	0.000223860299780654	PARP1 (interacts with) LBR	prot-prot	NA	prot-prot_NA
PLEKHO1	LBR	0.615326743067098	1.44312664041024e-08	1.59395665056925e-06	PLEKHO1 (interacts with) LBR	prot-prot	NA	prot-prot_NA
PPP1CC	LBR	0.605633802816901	2.78172247458741e-08	2.86886076897208e-06	PPP1CC (interacts with) LBR	prot-prot	NA	prot-prot_NA
PPP1R14A	LBR	0.610917679993002	1.95046210293981e-08	2.10012020140437e-06	PPP1R14A (interacts with) LBR	prot-prot	NA	prot-prot_NA
PRTFDC1	LBR	0.495162278015922	1.31374329987999e-05	0.000641996725802438	PRTFDC1 (interacts with) LBR	prot-prot	NA	prot-prot_NA
PSRC1	LBR	0.642830898434083	1.97445726435319e-09	2.73320503602502e-07	PSRC1 (interacts with) LBR	prot-prot	NA	prot-prot_NA
PSTPIP2	LBR	0.487673869302773	1.85249289637035e-05	0.000855611826956665	PSTPIP2 (interacts with) LBR	prot-prot	NA	prot-prot_NA
RBPMS2	LBR	0.713830810952673	4.02522459808097e-12	1.02344324434376e-09	RBPMS2 (interacts with) LBR	prot-prot	NA	prot-prot_NA
RNASEH2A	LBR	0.651007357275871	1.05111896964161e-09	1.59249174869596e-07	RNASEH2A (interacts with) LBR	prot-prot	NA	prot-prot_NA
RRAS	LBR	0.505716960188717	7.98197588736116e-06	0.000417468718508013	RRAS (interacts with) LBR	prot-prot	NA	prot-prot_NA
RRM2B	LBR	0.500866065960983	1.00567782561622e-05	0.000506388363957346	RRM2B (interacts with) LBR	prot-prot	NA	prot-prot_NA
SAMD9L	LBR	0.645385355611932	1.62476498921649e-09	2.29884104259391e-07	SAMD9L (interacts with) LBR	prot-prot	NA	prot-prot_NA
SNRPB2	LBR	0.46849794418686	4.30926645647034e-05	0.00180672592003524	SNRPB2 (interacts with) LBR	prot-prot	NA	prot-prot_NA
SPARC	LBR	0.522666433382906	3.46072532897423e-06	0.000200386530886265	SPARC (interacts with) LBR	prot-prot	NA	prot-prot_NA
TACC3	LBR	0.649654448429709	1.16822351792223e-09	1.74418488024668e-07	TACC3 (interacts with) LBR	prot-prot	NA	prot-prot_NA
TIMP3	LBR	0.502930627241711	9.11879139975369e-06	0.00046647522538979	TIMP3 (interacts with) LBR	prot-prot	NA	prot-prot_NA
TSC22D1	LBR	0.629953634852594	5.13415576719467e-09	6.2634261330907e-07	TSC22D1 (interacts with) LBR	prot-prot	NA	prot-prot_NA
NFKB1	LMNB1	0.439772896289213	0.000139422124906918	0.00483832455082387	NFKB1 (interacts with) LMNB1	prot-prot	NA	prot-prot_NA
NPM1	LMNB1	0.448517190097104	9.86012977914896e-05	0.00362502695388039	NPM1 (interacts with) LMNB1	prot-prot	NA	prot-prot_NA
LPCAT2	LMNB2	0.503214969969129	8.99620433925108e-06	0.000461219486770352	LPCAT2 (interacts with) LMNB2	prot-prot	NA	prot-prot_NA
PIK3IP1	LMNB2	0.439895371334927	0.000138756228993842	0.00482031841104377	PIK3IP1 (interacts with) LMNB2	prot-prot	NA	prot-prot_NA
SNRPB2	LMNB2	0.513257923717687	5.5339475224514e-06	0.000301723508230471	SNRPB2 (interacts with) LMNB2	prot-prot	NA	prot-prot_NA
TCOF1	LMNB2	0.486768320973232	1.93004998951807e-05	0.000886649082841216	TCOF1 (interacts with) LMNB2	prot-prot	NA	prot-prot_NA
TNFRSF1B	LMNB2	0.45492480908756	7.60360256641945e-05	0.00288627031634643	TNFRSF1B (interacts with) LMNB2	prot-prot	NA	prot-prot_NA
LYAR	LPCAT2	0.450266818301111	9.18939679985797e-05	0.00340524833795603	LYAR (interacts with) LPCAT2	prot-prot	NA	prot-prot_NA
NPM1	LPCAT2	0.441273729332517	0.000131461378000131	0.00459309957420864	NPM1 (interacts with) LPCAT2	prot-prot	NA	prot-prot_NA
PARP1	LPCAT2	0.464438806753565	5.11973974297586e-05	0.00207865480789913	PARP1 (interacts with) LPCAT2	prot-prot	NA	prot-prot_NA
SNRPB2	LPCAT2	0.561963082844895	4.14948687632588e-07	3.11120651048317e-05	SNRPB2 (interacts with) LPCAT2	prot-prot	NA	prot-prot_NA
TCOF1	LPCAT2	0.479485609308022	2.67301747203241e-05	0.00118452266922851	TCOF1 (interacts with) LPCAT2	prot-prot	NA	prot-prot_NA
TIGAR	LPCAT2	0.550870440031493	7.76226034560068e-07	5.41316157387536e-05	TIGAR (interacts with) LPCAT2	prot-prot	NA	prot-prot_NA
LRPAP1	LRP1	0.510244073134459	6.41307595183882e-06	0.000342742539944268	LRPAP1 (interacts with) LRP1	prot-prot	NA	prot-prot_NA
NPM1	LXN	0.479520601872102	2.66888512783225e-05	0.00118371278208519	NPM1 (interacts with) LXN	prot-prot	NA	prot-prot_NA
PBK	LXN	0.443828186510367	0.000118868151755214	0.00421039191320536	PBK (interacts with) LXN	prot-prot	NA	prot-prot_NA
PSME1	LXN	0.572880762837897	2.1900155044996e-07	1.81125919985667e-05	PSME1 (interacts with) LXN	prot-prot	NA	prot-prot_NA
PSMG3	LXN	0.555629428746391	5.94979268520035e-07	4.27985087271555e-05	PSMG3 (interacts with) LXN	prot-prot	NA	prot-prot_NA
TGM2	LXN	0.551045402851894	7.68730236355708e-07	5.37901702169335e-05	TGM2 (interacts with) LXN	prot-prot	NA	prot-prot_NA
SERPINI1	MASP1	0.567981803866678	2.92566696202812e-07	2.30463581548718e-05	SERPINI1 (interacts with) MASP1	prot-prot	NA	prot-prot_NA
SIL1	MASP1	0.521336715947861	3.70126996340758e-06	0.000213352665904168	SIL1 (interacts with) MASP1	prot-prot	NA	prot-prot_NA
STC2	MASP1	-0.475461464438807	3.18996184782705e-05	0.00138609509732993	STC2 (interacts with) MASP1	prot-prot	NA	prot-prot_NA
STC2	MATN2	0.467938063161578	4.41349809716662e-05	0.00184440408682244	STC2 (interacts with) MATN2	prot-prot	NA	prot-prot_NA
MGMT	MCFD2	0.446242673431896	0.000107996509437491	0.00389789228721683	MGMT (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
MZT1	MCFD2	0.471227364185111	3.83303949131886e-05	0.00162967639299782	MZT1 (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
NEXN	MCFD2	0.595101041028781	5.53869328179246e-08	5.35719937764333e-06	NEXN (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
PLEKHO1	MCFD2	0.501810865191147	9.61687773815001e-06	0.000487584245440656	PLEKHO1 (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
PPP1CC	MCFD2	0.466468375470213	4.69833097700434e-05	0.00193820304400757	PPP1CC (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
PPP1R14A	MCFD2	0.556084332079433	5.79920753196461e-07	4.18913219186642e-05	PPP1R14A (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
PRTFDC1	MCFD2	0.470562505467588	3.94431941614926e-05	0.0016742169025903	PRTFDC1 (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
PSTPIP2	MCFD2	0.498941474936576	1.10115871330141e-05	0.000545376195903186	PSTPIP2 (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
RBPMS2	MCFD2	0.476581226489371	3.0374991069948e-05	0.00132432898247244	RBPMS2 (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
RNASEH2A	MCFD2	0.516092346204214	4.81123152629159e-06	0.000268592229554713	RNASEH2A (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
SAMD9L	MCFD2	0.469757676493745	4.08303502779095e-05	0.00172312801172837	SAMD9L (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
SNX5	MCFD2	0.520636864666258	3.83407935067304e-06	0.000220020464190578	SNX5 (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
SPARC	MCFD2	0.584778234625142	1.0624752722066e-07	9.50674738336775e-06	SPARC (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
TACC3	MCFD2	0.546181436444755	1.00471610586794e-06	6.72779911308703e-05	TACC3 (interacts with) MCFD2	prot-prot	NA	prot-prot_NA
MMP12	MDK	0.476651211617531	3.02819864925752e-05	0.0013225194100839	MMP12 (interacts with) MDK	prot-prot	NA	prot-prot_NA
NPC2	MDK	0.469722683929665	4.08916756478028e-05	0.00172429922928666	NPC2 (interacts with) MDK	prot-prot	NA	prot-prot_NA
SFRP1	MDK	0.456254538155313	7.19971671399033e-05	0.00276365807496669	SFRP1 (interacts with) MDK	prot-prot	NA	prot-prot_NA
TNFRSF10B	MDK	0.466853293675094	4.62212924710048e-05	0.00191576071323868	TNFRSF10B (interacts with) MDK	prot-prot	NA	prot-prot_NA
