,SUID,adjustedPValue_All_genes,description_All_genes,N_All_genes,name,nn_All_genes,nodeFillColor_All_genes,nodeFontSize_All_genes,nodeSize_All_genes,nodeType_All_genes,pValue_All_genes,selected,shared.name,X_All_genes,xx_All_genes,top,names_2,L1,L2
1057,1580282,0.17094,cellular chemical homeostasis,14261,55082,376,0.767161091528748,14,9.16515138991168,ellipse,0.071877,false,55082,565,21,NA,NA,NA,L2
934,1579676,0.17135,epithelium development,14261,60429,337,0.766125139036413,14,8.71779788708135,ellipse,0.078038,false,60429,565,19,NA,NA,NA,NA
162,1577989,0.1727,nucleoside monophosphate catabolic process,14261,9125,12,0.762705106839352,14,2.82842712474619,ellipse,0.079531,false,9125,565,2,NA,NA,NA,NA
201,1578051,0.1727,Golgi vesicle transport,14261,48193,132,0.762705106839352,14,6,ellipse,0.079008,false,48193,565,9,NA,NA,NA,L2
217,1578077,0.1727,reproductive developmental process,14261,3006,295,0.762705106839352,14,8.24621125123532,ellipse,0.078813,false,3006,565,17,NA,NA,NA,NA
394,1578374,0.1727,aromatic amino acid family catabolic process,14261,9074,12,0.762705106839352,14,2.82842712474619,ellipse,0.079531,false,9074,565,2,NA,NA,NA,NA
503,1578584,0.17697,ribonucleoside monophosphate metabolic process,14261,9161,26,0.752105787414278,14,3.46410161513775,ellipse,0.081968,false,9161,565,3,NA,NA,NA,NA
541,1578657,0.17697,serine family amino acid metabolic process,14261,9069,26,0.752105787414278,14,3.46410161513775,ellipse,0.081968,false,9069,565,3,NA,NA,NA,NA
442,1578469,0.1797,regulation of microtubule cytoskeleton organization,14261,70507,42,0.745454233717495,14,4,ellipse,0.083616,false,70507,565,4,NA,NA,NA,NA
631,1578854,0.1797,dicarboxylic acid metabolic process,14261,43648,42,0.745454233717495,14,4,ellipse,0.083616,false,43648,565,4,NA,NA,NA,NA
926,1579649,0.1797,negative regulation of defense response,14261,31348,42,0.745454233717495,14,4,ellipse,0.083616,false,31348,565,4,NA,NA,NA,L2
992,1579871,0.18332,ion homeostasis,14261,50801,406,0.736780374962934,14,9.38083151964686,ellipse,0.085499,false,50801,565,22,NA,NA,NA,NA
120,1577922,0.18946,regulation of cyclin-dependent protein kinase activity,14261,79,60,0.722486786390262,14,4.47213595499958,ellipse,0.088512,false,79,565,5,NA,NA,NA,NA
231,1578099,0.19353,indole and derivative metabolic process,14261,42430,13,0.713252192073354,14,2.82842712474619,ellipse,0.091601,false,42430,565,2,NA,NA,NA,L2
248,1578127,0.19353,indole derivative metabolic process,14261,42434,13,0.713252192073354,14,2.82842712474619,ellipse,0.091601,false,42434,565,2,NA,NA,NA,NA
335,1578274,0.19353,indolalkylamine metabolic process,14261,6586,13,0.713252192073354,14,2.82842712474619,ellipse,0.091601,false,6586,565,2,NA,NA,NA,NA
724,1579047,0.2071,regulation of metabolic process,14261,19222,3914,0.683827726224368,14,26,ellipse,0.098851,false,19222,565,169,NA,NA,L1,L2
542,1578658,0.21521,glycine metabolic process,14261,6544,14,0.6671329116547,14,2.82842712474619,ellipse,0.10416,false,6544,565,2,NA,NA,NA,NA
958,1579759,0.21521,regulation of cellular amine metabolic process,14261,33238,14,0.6671329116547,14,2.82842712474619,ellipse,0.10416,false,33238,565,2,NA,NA,NA,L2
61,1577831,0.21715,cellular component morphogenesis,14261,32989,352,0.663239794474709,14,8.71779788708135,ellipse,0.10713,false,32989,565,19,NA,NA,NA,L2
502,1578582,0.21715,lipid catabolic process,14261,16042,181,0.663239794474709,14,6.6332495807108,ellipse,0.10535,false,16042,565,11,NA,NA,NA,L2
1064,1580324,0.21715,acetyl-CoA metabolic process,14261,6084,30,0.663239794474709,14,3.46410161513775,ellipse,0.11425,false,6084,565,3,NA,NA,NA,NA
93,1577881,0.22065,negative regulation of stress-activated protein kinase signaling cascade,14261,70303,15,0.656303367709435,14,2.82842712474619,ellipse,0.11715,false,70303,565,2,NA,NA,NA,L2
640,1578872,0.22065,positive regulation of type I interferon production,14261,32481,15,0.656303367709435,14,2.82842712474619,ellipse,0.11715,false,32481,565,2,NA,NA,NA,NA
64,1577836,0.22295,response to light stimulus,14261,9416,144,0.651789116708194,14,6,ellipse,0.11844,false,9416,565,9,NA,NA,NA,NA
47,1577810,0.22573,cell morphogenesis,14261,902,314,0.646410361369571,14,8.24621125123532,ellipse,0.11997,false,902,565,17,NA,NA,NA,NA
647,1578887,0.23459,amine biosynthetic process,14261,9309,86,0.629685873237105,14,4.89897948556636,ellipse,0.12562,false,9309,565,6,NA,NA,NA,NA
419,1578421,0.23565,DNA metabolic process,14261,6259,517,0.627737770418175,14,10.1980390271856,ellipse,0.12625,false,6259,565,26,NA,NA,NA,L2
179,1578015,0.23914,ribonucleoside metabolic process,14261,9119,49,0.621352564724867,14,4,ellipse,0.12831,false,9119,565,4,NA,NA,NA,NA
382,1578353,0.25554,cellular lipid metabolic process,14261,44255,549,0.592534005570576,14,10.3923048454133,ellipse,0.14509,false,44255,565,27,NA,NA,L1,L2
936,1579680,0.25554,regulation of metal ion transport,14261,10959,89,0.592534005570576,14,4.89897948556636,ellipse,0.14119,false,10959,565,6,NA,NA,NA,NA
888,1579525,0.25658,lens development in camera-type eye,14261,2088,34,0.590784426945868,14,3.46410161513775,ellipse,0.15047,false,2088,565,3,NA,NA,NA,NA
1077,1580461,0.25902,regulation of gene expression, epigenetic,14261,40029,91,0.586674404929435,14,4.89897948556636,ellipse,0.15204,false,40029,565,6,NA,NA,NA,NA
194,1578039,0.27157,neuron differentiation,14261,30182,442,0.566116152057024,14,9.38083151964686,ellipse,0.16093,false,30182,565,22,NA,NA,NA,NA
683,1578964,0.27512,positive regulation of hydrolase activity,14261,51345,198,0.560482137714376,14,6.6332495807108,ellipse,0.16332,false,51345,565,11,NA,NA,NA,NA
948,1579736,0.27791,regulation of cell-substrate adhesion,14261,10810,54,0.556092689219069,14,4,ellipse,0.16513,false,10810,565,4,NA,NA,NA,NA
523,1578624,0.27815,nucleotide biosynthetic process,14261,9165,177,0.555713231237385,14,6.32455532033676,ellipse,0.16535,false,9165,565,10,NA,NA,NA,NA
78,1577858,0.2872,regulation of type I interferon production,14261,32479,19,0.541819927314686,14,2.82842712474619,ellipse,0.17241,false,32479,565,2,NA,NA,NA,NA
393,1578373,0.2872,aromatic amino acid family metabolic process,14261,9072,19,0.541819927314686,14,2.82842712474619,ellipse,0.17241,false,9072,565,2,NA,NA,NA,L2
519,1578615,0.2872,negative regulation of immune effector process,14261,2698,19,0.541819927314686,14,2.82842712474619,ellipse,0.17241,false,2698,565,2,NA,NA,NA,L2
849,1579402,0.2872,neuron projection development,14261,31175,244,0.541819927314686,14,7.21110255092798,ellipse,0.17197,false,31175,565,13,NA,NA,NA,L2
407,1578397,0.28982,cellular biogenic amine metabolic process,14261,6576,96,0.537877121833911,14,4.89897948556636,ellipse,0.18069,false,6576,565,6,NA,NA,NA,NA
522,1578622,0.28982,blood circulation,14261,8015,181,0.537877121833911,14,6.32455532033676,ellipse,0.18201,false,8015,565,10,NA,NA,NA,NA
916,1579604,0.28982,circulatory system process,14261,3013,181,0.537877121833911,14,6.32455532033676,ellipse,0.18201,false,3013,565,10,NA,NA,NA,NA
289,1578195,0.29769,cellular macromolecular complex assembly,14261,34622,316,0.526230237239982,14,8,ellipse,0.18912,false,34622,565,16,NA,NA,NA,L2
886,1579522,0.29795,regulation of calcium ion transport,14261,51924,77,0.525856492780715,14,4.47213595499958,ellipse,0.18952,false,51924,565,5,NA,NA,NA,NA
326,1578259,0.3132,aromatic compound catabolic process,14261,19439,21,0.504175984458387,14,2.82842712474619,ellipse,0.20139,false,19439,565,2,NA,NA,NA,L2
484,1578550,0.31513,lipid metabolic process,14261,6629,833,0.501509571551543,14,12.328828005938,ellipse,0.2028,false,6629,565,38,NA,NA,NA,L2
868,1579462,0.32133,ribonucleotide metabolic process,14261,9259,143,0.493047468113029,14,5.65685424949238,ellipse,0.20696,false,9259,565,8,NA,NA,NA,NA
384,1578356,0.32164,antigen processing and presentation,14261,19882,60,0.492630693801665,14,4,ellipse,0.21354,false,19882,565,4,NA,NA,L1,L2
521,1578620,0.32164,regulation of macromolecule metabolic process,14261,60255,3374,0.492630693801665,14,23.832750575626,ellipse,0.21369,false,60255,565,142,NA,NA,L1,L2
710,1579016,0.32164,viral infectious cycle,14261,19058,40,0.492630693801665,14,3.46410161513775,ellipse,0.21031,false,19058,565,3,NA,NA,NA,NA
354,1578306,0.3354,nucleobase, nucleoside, nucleotide and nucleic acid metabolic process,14261,6139,1786,0.474431367745847,14,17.5499287747842,ellipse,0.22623,false,6139,565,77,NA,NA,NA,L2
869,1579465,0.33605,cell morphogenesis involved in neuron differentiation,14261,48667,191,0.4735923091232,14,6.32455532033676,ellipse,0.22676,false,48667,565,10,NA,NA,NA,NA
1054,1580271,0.33789,eye development,14261,1654,147,0.471221323129885,14,5.65685424949238,ellipse,0.22809,false,1654,565,8,NA,NA,NA,NA
507,1578591,0.34276,nucleoside triphosphate metabolic process,14261,9141,126,0.465013600859081,14,5.29150262212918,ellipse,0.23292,false,9141,565,7,NA,NA,NA,NA
1012,1579989,0.36996,protein polymerization,14261,51258,45,0.431850774172223,14,3.46410161513775,ellipse,0.26345,false,51258,565,3,NA,NA,NA,NA
757,1579128,0.37226,neuron projection morphogenesis,14261,48812,199,0.429151083338971,14,6.32455532033676,ellipse,0.26529,false,48812,565,10,NA,NA,NA,NA
381,1578351,0.37558,purine ribonucleotide metabolic process,14261,9150,132,0.425299559270445,14,5.29150262212918,ellipse,0.26911,false,9150,565,7,NA,NA,NA,NA
580,1578742,0.37558,negative regulation of gene expression,14261,10629,551,0.425299559270445,14,10,ellipse,0.26923,false,10629,565,25,NA,NA,NA,L2
616,1578818,0.37558,regulation of membrane potential,14261,42391,132,0.425299559270445,14,5.29150262212918,ellipse,0.26911,false,42391,565,7,NA,NA,NA,NA
758,1579129,0.37558,axonogenesis,14261,7409,177,0.425299559270445,14,6,ellipse,0.26903,false,7409,565,9,NA,NA,NA,NA
1055,1580272,0.42793,camera-type eye development,14261,43010,119,0.368629864838802,14,4.89897948556636,ellipse,0.33282,false,43010,565,6,NA,NA,NA,NA
622,1578835,0.43376,cellular macromolecular complex subunit organization,14261,34621,356,0.36274678042401,14,8,ellipse,0.33794,false,34621,565,16,NA,NA,L1,L2
1004,1579947,0.44629,nucleus organization,14261,6997,31,0.350387640736946,14,2.82842712474619,ellipse,0.34924,false,6997,565,2,NA,NA,NA,L2
142,1577957,0.45221,regulation of cellular metabolic process,14261,31323,3732,0.344657277868765,14,24.6576560118759,ellipse,0.35866,false,31323,565,152,NA,NA,L1,L2
652,1578895,0.45487,protein amino acid lipidation,14261,6497,54,0.342117115703148,14,3.46410161513775,ellipse,0.36178,false,6497,565,3,NA,NA,NA,NA
965,1579777,0.47449,cell part morphogenesis,14261,32990,245,0.323769915141961,14,6.6332495807108,ellipse,0.37916,false,32990,565,11,NA,NA,NA,NA
185,1578025,0.4748,reproductive process,14261,22414,808,0.323485487750494,14,11.6619037896906,ellipse,0.38225,false,22414,565,34,NA,NA,NA,L2
447,1578481,0.48193,reproduction,14261,3,811,0.31701789780374,14,11.6619037896906,ellipse,0.39076,false,3,565,34,NA,NA,NA,L2
985,1579853,0.49156,lipoprotein metabolic process,14261,42157,81,0.308427384384056,14,4,ellipse,0.40054,false,42157,565,4,NA,NA,NA,L2
651,1578894,0.50389,lipoprotein biosynthetic process,14261,42158,59,0.297663718280733,14,3.46410161513775,ellipse,0.41583,false,42158,565,3,NA,NA,NA,NA
1056,1580274,0.50389,nucleoside monophosphate metabolic process,14261,9123,59,0.297663718280733,14,3.46410161513775,ellipse,0.41583,false,9123,565,3,NA,NA,NA,NA
48,1577811,0.52791,cell projection morphogenesis,14261,48858,233,0.27743660159506,14,6.32455532033676,ellipse,0.44383,false,48858,565,10,NA,NA,NA,L2
1022,1580045,0.54738,regulation of primary metabolic process,14261,80090,3552,0.261712802234385,14,23.832750575626,ellipse,0.46632,false,80090,565,142,NA,NA,L1,L2
348,1578294,0.58567,defense response to bacterium,14261,42742,119,0.232347233542138,14,4.47213595499958,ellipse,0.51129,false,42742,565,5,NA,NA,NA,L2
380,1578350,0.59652,purine nucleotide metabolic process,14261,6163,172,0.224377897179942,14,5.29150262212918,ellipse,0.52553,false,6163,565,7,NA,NA,NA,L2
448,1578482,0.62156,multicellular organism reproduction,14261,32504,511,0.206515087639139,14,8.94427190999916,ellipse,0.55556,false,32504,565,20,NA,NA,NA,NA
480,1578542,0.62156,reproductive process in a multicellular organism,14261,48609,511,0.206515087639139,14,8.94427190999916,ellipse,0.55556,false,48609,565,20,NA,NA,NA,NA
418,1578420,0.80853,nucleic acid metabolic process,14261,90304,1460,0.0923036908335679,14,14.560219778561,ellipse,0.77315,false,90304,565,53,NA,NA,NA,NA
691,1578978,0.83029,mRNA metabolic process,14261,16071,369,0.0807680855871831,14,6.92820323027551,ellipse,0.79751,false,16071,565,12,NA,NA,NA,NA
559,1578697,0.87435,macromolecule biosynthetic process,14261,9059,1054,0.0583165845383425,14,12,ellipse,0.84822,false,9059,565,36,NA,NA,NA,L2
944,1579727,0.95445,RNA metabolic process,14261,16070,966,0.0202470672780401,14,10.9544511501033,ellipse,0.93713,false,16070,565,30,NA,NA,NA,L2
793,1579222,0.96182,cellular macromolecule biosynthetic process,14261,34645,1033,0.0169076076261106,14,11.3137084989848,ellipse,0.94488,false,34645,565,32,NA,NA,NA,L2
579,1578741,0.976,regulation of gene expression,14261,10468,2926,0.0105499529847765,14,20,ellipse,0.96142,false,10468,565,100,NA,NA,NA,L2
271,1578166,0.98402,regulation of macromolecule biosynthetic process,14261,10556,2875,0.00699569102075777,14,19.6977156035922,ellipse,0.97053,false,10556,565,97,NA,NA,NA,L2
911,1579588,0.9907,system process,14261,3008,1505,0.00405988074753659,14,13.5646599662505,ellipse,0.9788,false,3008,565,46,NA,NA,NA,NA
281,1578182,0.99279,regulation of biosynthetic process,14261,9889,3042,0.00314391167371734,14,20.0997512422418,ellipse,0.98352,false,9889,565,101,NA,NA,NA,L2
945,1579728,0.9978,RNA processing,14261,6396,568,0.000958208900111827,14,7.21110255092798,ellipse,0.99058,false,6396,565,13,NA,NA,NA,NA
96,1577886,0.99908,regulation of cellular biosynthetic process,14261,31326,3019,0.000397899993379542,14,19.6977156035922,ellipse,0.99341,false,31326,565,97,NA,NA,NA,L2
80,1577861,1,biological_process,14261,8150,14261,0,14,47.5394572960189,ellipse,1,false,8150,565,565,NA,NA,L1,L2
449,1578484,1,regulation of RNA metabolic process,14261,51252,1855,0,14,14.422205101856,ellipse,0.99827,false,51252,565,52,NA,NA,NA,L2
514,1578607,1,regulation of nitrogen compound metabolic process,14261,51171,3038,0,14,18.9736659610103,ellipse,0.99958,false,51171,565,90,NA,NA,NA,L2
717,1579033,1,regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process,14261,19219,3013,0,14,18.6547581061776,ellipse,0.99983,false,19219,565,87,NA,NA,NA,L2
921,1579630,1,regulation of transcription,14261,45449,2621,0,14,16.6132477258361,ellipse,0.99998,false,45449,565,69,NA,NA,NA,NA
1016,1580011,1,gene expression,14261,10467,1262,0,14,11.6619037896906,ellipse,0.99551,false,10467,565,34,NA,NA,NA,L2
