"","ID","EQUATION","GENE.ASSOCIATION","SUBSYSTEM"
"6174","MAR06147","HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + thromboxane B2[e] <=> HCO3-[e] + S-glutathionyl-ethacrynic acid[e] + thromboxane B2[c]","ENSG00000134538","Transport reactions"
"6175","MAR06148","glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene A4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene A4[c]","ENSG00000134538","Transport reactions"
"6176","MAR06149","HCO3-[c] + leukotriene A4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene A4[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6177","MAR06150","HCO3-[c] + leukotriene A4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene A4[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6178","MAR06151","glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene B4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene B4[c]","ENSG00000134538","Transport reactions"
"6179","MAR06152","HCO3-[c] + leukotriene B4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene B4[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6180","MAR06153","HCO3-[c] + leukotriene B4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene B4[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6181","MAR06154","glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene E4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene E4[c]","ENSG00000134538","Transport reactions"
"6182","MAR06155","HCO3-[c] + leukotriene E4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene E4[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6183","MAR06156","HCO3-[c] + leukotriene E4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene E4[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6184","MAR06157","glutathionyl-leukotriene C4[c] + HCO3-[c] + leukotriene F4[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + leukotriene F4[c]","ENSG00000134538","Transport reactions"
"6185","MAR06158","HCO3-[c] + leukotriene F4[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + leukotriene F4[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6186","MAR06159","HCO3-[c] + leukotriene F4[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + leukotriene F4[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6187","MAR06160","bilirubin-monoglucuronoside[e] + glutathionyl-leukotriene C4[c] + HCO3-[c] <=> bilirubin-monoglucuronoside[c] + glutathionyl-leukotriene C4[e] + HCO3-[e]","ENSG00000134538","Transport reactions"
"6188","MAR06161","bilirubin-monoglucuronoside[e] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] <=> bilirubin-monoglucuronoside[c] + HCO3-[e] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6189","MAR06162","bilirubin-monoglucuronoside[e] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c] <=> bilirubin-monoglucuronoside[c] + HCO3-[e] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6190","MAR06163","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin A1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin A1[c]","ENSG00000134538","Transport reactions"
"6191","MAR06164","HCO3-[c] + prostaglandin A1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin A1[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6192","MAR06165","HCO3-[c] + prostaglandin A1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin A1[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6193","MAR06166","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin A2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin A2[c]","ENSG00000134538","Transport reactions"
"6194","MAR06167","HCO3-[c] + prostaglandin A2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin A2[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6195","MAR06168","HCO3-[c] + prostaglandin A2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin A2[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6196","MAR06169","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin B1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin B1[c]","ENSG00000134538","Transport reactions"
"6197","MAR06170","HCO3-[c] + prostaglandin B1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin B1[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6198","MAR06171","HCO3-[c] + prostaglandin B1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin B1[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6199","MAR06172","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin B2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin B2[c]","ENSG00000134538","Transport reactions"
"6200","MAR06173","HCO3-[c] + prostaglandin B2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin B2[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6201","MAR06174","HCO3-[c] + prostaglandin B2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin B2[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6202","MAR06175","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin C1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin C1[c]","ENSG00000134538","Transport reactions"
"6203","MAR06176","HCO3-[c] + prostaglandin C1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin C1[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6204","MAR06177","HCO3-[c] + prostaglandin C1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin C1[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6205","MAR06178","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin C2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin C2[c]","ENSG00000134538","Transport reactions"
"6206","MAR06179","HCO3-[c] + prostaglandin C2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin C2[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6207","MAR06180","HCO3-[c] + prostaglandin C2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin C2[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6208","MAR06181","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin D1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin D1[c]","ENSG00000134538","Transport reactions"
"6209","MAR06182","HCO3-[c] + prostaglandin D1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin D1[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6210","MAR06183","HCO3-[c] + prostaglandin D1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin D1[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6211","MAR06184","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin D2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin D2[c]","ENSG00000134538","Transport reactions"
"6212","MAR06185","HCO3-[c] + prostaglandin D2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin D2[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6213","MAR06186","HCO3-[c] + prostaglandin D2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin D2[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6214","MAR06187","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin D3[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin D3[c]","ENSG00000134538","Transport reactions"
"6215","MAR06188","HCO3-[c] + prostaglandin D3[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin D3[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6216","MAR06189","HCO3-[c] + prostaglandin D3[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin D3[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6217","MAR06190","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin E1[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin E1[c]","ENSG00000134538","Transport reactions"
"6218","MAR06191","HCO3-[c] + prostaglandin E1[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin E1[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6219","MAR06192","HCO3-[c] + prostaglandin E1[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin E1[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6220","MAR06193","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin E3[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin E3[c]","ENSG00000134538","Transport reactions"
"6221","MAR06194","HCO3-[c] + prostaglandin E3[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin E3[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6222","MAR06195","HCO3-[c] + prostaglandin E3[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin E3[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6223","MAR06196","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin F1alpha[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin F1alpha[c]","ENSG00000134538","Transport reactions"
"6224","MAR06197","HCO3-[c] + prostaglandin F1alpha[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin F1alpha[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6225","MAR06198","HCO3-[c] + prostaglandin F1alpha[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin F1alpha[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6226","MAR06199","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin F2alpha[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin F2alpha[c]","ENSG00000134538","Transport reactions"
"6227","MAR06200","HCO3-[c] + prostaglandin F2alpha[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin F2alpha[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6228","MAR06201","HCO3-[c] + prostaglandin F2alpha[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin F2alpha[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6229","MAR06202","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin F2beta[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin F2beta[c]","ENSG00000134538","Transport reactions"
"6230","MAR06203","HCO3-[c] + prostaglandin F2beta[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin F2beta[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6231","MAR06204","HCO3-[c] + prostaglandin F2beta[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin F2beta[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6232","MAR06205","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin G2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin G2[c]","ENSG00000134538","Transport reactions"
"6233","MAR06206","HCO3-[c] + prostaglandin G2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin G2[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6234","MAR06207","HCO3-[c] + prostaglandin G2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin G2[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6235","MAR06208","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin H2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin H2[c]","ENSG00000134538","Transport reactions"
"6236","MAR06209","HCO3-[c] + prostaglandin H2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin H2[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6237","MAR06210","HCO3-[c] + prostaglandin H2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin H2[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6238","MAR06211","glutathionyl-leukotriene C4[c] + HCO3-[c] + prostaglandin I2[e] <=> glutathionyl-leukotriene C4[e] + HCO3-[e] + prostaglandin I2[c]","ENSG00000134538","Transport reactions"
"6239","MAR06212","HCO3-[c] + prostaglandin I2[e] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[e] + prostaglandin I2[c] + S-glutathionyl-2-4-dinitrobenzene[e]","ENSG00000134538","Transport reactions"
"6240","MAR06213","HCO3-[c] + prostaglandin I2[e] + S-glutathionyl-ethacrynic acid[c] <=> HCO3-[e] + prostaglandin I2[c] + S-glutathionyl-ethacrynic acid[e]","ENSG00000134538","Transport reactions"
"6241","MAR06214","GSH[c] + HCO3-[c] + noradrenaline[e] <=> GSH[e] + HCO3-[e] + noradrenaline[c]","ENSG00000084453 and ENSG00000111700","Transport reactions"
"6242","MAR06215","GSH[c] + HCO3-[c] + serotonin[e] <=> GSH[e] + HCO3-[e] + serotonin[c]","ENSG00000084453 and ENSG00000111700","Transport reactions"
"6243","MAR06216","acetylcholine[e] + GSH[c] + HCO3-[c] <=> acetylcholine[c] + GSH[e] + HCO3-[e]","ENSG00000084453 and ENSG00000111700","Transport reactions"
"6244","MAR06217","dopamine[e] + GSH[c] + HCO3-[c] <=> dopamine[c] + GSH[e] + HCO3-[e]","ENSG00000084453 and ENSG00000111700","Transport reactions"
"6245","MAR06218","arachidonate[e] + GSH[c] + HCO3-[c] <=> arachidonate[c] + GSH[e] + HCO3-[e]","ENSG00000174640","Transport reactions"
"6246","MAR06219","GSH[c] + HCO3-[c] + LTD4[e] <=> GSH[e] + HCO3-[e] + LTD4[c]","ENSG00000174640","Transport reactions"
"6247","MAR06220","20-hydroxy-arachidonate[c] + GSH[e] + HCO3-[e] <=> 20-hydroxy-arachidonate[e] + GSH[c] + HCO3-[c]","ENSG00000174640","Transport reactions"
"6248","MAR06221","GSH[c] + HCO3-[c] + leukotriene A4[e] <=> GSH[e] + HCO3-[e] + leukotriene A4[c]","ENSG00000174640","Transport reactions"
"6249","MAR06222","GSH[c] + HCO3-[c] + leukotriene B4[e] <=> GSH[e] + HCO3-[e] + leukotriene B4[c]","ENSG00000174640","Transport reactions"
"6250","MAR06223","GSH[c] + HCO3-[c] + leukotriene F4[e] <=> GSH[e] + HCO3-[e] + leukotriene F4[c]","ENSG00000174640","Transport reactions"
"6251","MAR06224","GSH[c] + HCO3-[c] + prostaglandin A1[e] <=> GSH[e] + HCO3-[e] + prostaglandin A1[c]","ENSG00000174640","Transport reactions"
"6252","MAR06225","GSH[c] + HCO3-[c] + prostaglandin A2[e] <=> GSH[e] + HCO3-[e] + prostaglandin A2[c]","ENSG00000174640","Transport reactions"
"6253","MAR06226","GSH[c] + HCO3-[c] + prostaglandin B1[e] <=> GSH[e] + HCO3-[e] + prostaglandin B1[c]","ENSG00000174640","Transport reactions"
"6254","MAR06227","GSH[c] + HCO3-[c] + prostaglandin B2[e] <=> GSH[e] + HCO3-[e] + prostaglandin B2[c]","ENSG00000174640","Transport reactions"
"6255","MAR06228","GSH[c] + HCO3-[c] + prostaglandin C1[e] <=> GSH[e] + HCO3-[e] + prostaglandin C1[c]","ENSG00000174640","Transport reactions"
"6256","MAR06229","GSH[c] + HCO3-[c] + prostaglandin C2[e] <=> GSH[e] + HCO3-[e] + prostaglandin C2[c]","ENSG00000174640","Transport reactions"
"6257","MAR06230","GSH[c] + HCO3-[c] + prostaglandin D1[e] <=> GSH[e] + HCO3-[e] + prostaglandin D1[c]","ENSG00000174640","Transport reactions"
"6258","MAR06231","GSH[c] + HCO3-[c] + prostaglandin D2[e] <=> GSH[e] + HCO3-[e] + prostaglandin D2[c]","ENSG00000174640","Transport reactions"
"6259","MAR06232","GSH[c] + HCO3-[c] + prostaglandin D3[e] <=> GSH[e] + HCO3-[e] + prostaglandin D3[c]","ENSG00000174640","Transport reactions"
"6260","MAR06233","GSH[c] + HCO3-[c] + prostaglandin E1[e] <=> GSH[e] + HCO3-[e] + prostaglandin E1[c]","ENSG00000174640","Transport reactions"
"6261","MAR06234","GSH[c] + HCO3-[c] + prostaglandin E3[e] <=> GSH[e] + HCO3-[e] + prostaglandin E3[c]","ENSG00000174640","Transport reactions"
"6262","MAR06235","GSH[c] + HCO3-[c] + prostaglandin F1alpha[e] <=> GSH[e] + HCO3-[e] + prostaglandin F1alpha[c]","ENSG00000174640","Transport reactions"
"6263","MAR06236","GSH[c] + HCO3-[c] + prostaglandin F2alpha[e] <=> GSH[e] + HCO3-[e] + prostaglandin F2alpha[c]","ENSG00000174640","Transport reactions"
"6264","MAR06237","GSH[c] + HCO3-[c] + prostaglandin F2beta[e] <=> GSH[e] + HCO3-[e] + prostaglandin F2beta[c]","ENSG00000174640","Transport reactions"
"6265","MAR06238","GSH[c] + HCO3-[c] + prostaglandin G2[e] <=> GSH[e] + HCO3-[e] + prostaglandin G2[c]","ENSG00000174640","Transport reactions"
"6266","MAR06239","GSH[c] + HCO3-[c] + prostaglandin H2[e] <=> GSH[e] + HCO3-[e] + prostaglandin H2[c]","ENSG00000174640","Transport reactions"
"6267","MAR06240","GSH[c] + HCO3-[c] + prostaglandin I2[e] <=> GSH[e] + HCO3-[e] + prostaglandin I2[c]","ENSG00000174640","Transport reactions"
"6268","MAR06241","noradrenaline[c] <=> noradrenaline[e]","ENSG00000112499 or ENSG00000146477 or ENSG00000164638 or ENSG00000175003","Transport reactions"
"6269","MAR06242","2 Na+[e] + noradrenaline[e] => 2 Na+[c] + noradrenaline[c]","ENSG00000103546 or ENSG00000142319","Transport reactions"
"6270","MAR06243","serotonin[c] <=> serotonin[e]","ENSG00000112499 or ENSG00000146477 or ENSG00000164638 or ENSG00000175003","Transport reactions"
"6271","MAR06244","2 K+[c] + 2 Na+[e] + serotonin[e] => 2 K+[e] + 2 Na+[c] + serotonin[c]","ENSG00000108576","Transport reactions"
"6272","MAR06245","acetylcholine[c] <=> acetylcholine[e]","ENSG00000112499 or ENSG00000146477 or ENSG00000175003","Transport reactions"
"6273","MAR06246","prostaglandin E2[e] => prostaglandin E2[c]","ENSG00000112499 or ENSG00000146477 or ENSG00000174640 or ENSG00000175003 or ENSG00000176463","Transport reactions"
"6274","MAR06247","prostaglandin F2alpha[e] => prostaglandin F2alpha[c]","ENSG00000112499 or ENSG00000146477 or ENSG00000174640 or ENSG00000175003","Transport reactions"
"6275","MAR06248","estrone 3-sulfate[e] => estrone 3-sulfate[c]","ENSG00000137491","Transport reactions"
"6276","MAR06249","dehydroepiandrosterone sulfate[e] => dehydroepiandrosterone sulfate[c]","ENSG00000121270 or ENSG00000137491","Transport reactions"
"6277","MAR06250","bilirubin-bisglucuronoside[c] <=> bilirubin-bisglucuronoside[e]","ENSG00000184999","Transport reactions"
"6278","MAR06251","LTD4[c] <=> LTD4[e]",NA,"Transport reactions"
"6279","MAR06252","20-hydroxy-arachidonate[c] <=> 20-hydroxy-arachidonate[e]",NA,"Transport reactions"
"6280","MAR06253","thromboxane B2[c] <=> thromboxane B2[e]","ENSG00000184999","Transport reactions"
"6281","MAR06254","leukotriene A4[c] <=> leukotriene A4[e]","ENSG00000184999","Transport reactions"
"6282","MAR06255","leukotriene B4[c] <=> leukotriene B4[e]","ENSG00000184999","Transport reactions"
"6283","MAR06256","leukotriene F4[c] <=> leukotriene F4[e]","ENSG00000184999","Transport reactions"
"6284","MAR06257","reverse triiodthyronine[c] <=> reverse triiodthyronine[e]","ENSG00000101187 or ENSG00000134538 or ENSG00000139155","Transport reactions"
"6285","MAR06258","bilirubin-monoglucuronoside[c] <=> bilirubin-monoglucuronoside[e]","ENSG00000184999","Transport reactions"
"6286","MAR06259","prostaglandin A1[c] <=> prostaglandin A1[e]","ENSG00000184999","Transport reactions"
"6287","MAR06260","prostaglandin A2[c] <=> prostaglandin A2[e]",NA,"Transport reactions"
"6288","MAR06261","prostaglandin B1[c] <=> prostaglandin B1[e]","ENSG00000184999","Transport reactions"
"6289","MAR06262","prostaglandin B2[c] <=> prostaglandin B2[e]","ENSG00000184999","Transport reactions"
"6290","MAR06263","prostaglandin C1[c] <=> prostaglandin C1[e]","ENSG00000184999","Transport reactions"
"6291","MAR06264","prostaglandin C2[c] <=> prostaglandin C2[e]","ENSG00000184999","Transport reactions"
