"","feat1","feat2","R","p","Padj","name_int"
"5751","HSPB6","AGE.x",0.312406102090389,6.43695834483538e-05,0.000972299071175279,"HSPB6 (interacts with) AGE.x"
"5752","HSPG2","AGE.x",0.310187702373329,7.29899387053035e-05,0.00108652238178639,"HSPG2 (interacts with) AGE.x"
"5753","ICOSLG","AGE.x",-0.221925236211201,0.00507175925559844,0.038173795219938,"ICOSLG (interacts with) AGE.x"
"5754","IGDCC4","AGE.x",-0.232516251964458,0.00328340436203667,0.0271267444610936,"IGDCC4 (interacts with) AGE.x"
"5755","IGF1R","AGE.x",0.248601223894259,0.00163463670196484,0.0154419415378093,"IGF1R (interacts with) AGE.x"
"5756","IGFBP1","AGE.x",0.214671662942793,0.00675661855157172,0.0476604920320867,"IGFBP1 (interacts with) AGE.x"
"5757","IGFBP2","AGE.x",0.228654454433329,0.0038560490851598,0.0308000776120112,"IGFBP2 (interacts with) AGE.x"
"5758","IGFBP4","AGE.x",0.429842624877043,1.73802801040068e-08,5.15977423147777e-07,"IGFBP4 (interacts with) AGE.x"
"5759","IGFBP6","AGE.x",0.225332352754814,0.00441892482298334,0.0342777258712778,"IGFBP6 (interacts with) AGE.x"
"5760","IGFBP7","AGE.x",0.33560058665461,1.62792980185067e-05,0.000284915554321352,"IGFBP7 (interacts with) AGE.x"
"5761","IGFBPL1","AGE.x",0.393396724018696,3.1648097742476e-07,7.73776203710104e-06,"IGFBPL1 (interacts with) AGE.x"
"5762","IGSF8","AGE.x",0.277269934817511,0.00042035225113457,0.00496274526176614,"IGSF8 (interacts with) AGE.x"
"5763","IKBKG","AGE.x",0.282691422009309,0.000319625079067354,0.00392795850331044,"IKBKG (interacts with) AGE.x"
"5764","IL10RB","AGE.x",0.236550922509238,0.00276814266270353,0.0236797644468417,"IL10RB (interacts with) AGE.x"
"5765","IL16","AGE.x",0.243272184209125,0.00206993416534273,0.0187215413104452,"IL16 (interacts with) AGE.x"
"5766","IL17D","AGE.x",0.42750861644217,2.11506894221003e-08,6.20129292560674e-07,"IL17D (interacts with) AGE.x"
"5767","IL32","AGE.x",0.246895555607066,0.00176391310683277,0.0164325553001292,"IL32 (interacts with) AGE.x"
"5768","IL4R","AGE.x",0.227279736114038,0.00408064219849624,0.0322006445616528,"IL4R (interacts with) AGE.x"
"5769","IL6","AGE.x",0.303821793507835,0.000104113090734881,0.00148517205061991,"IL6 (interacts with) AGE.x"
"5770","INSL4","AGE.x",0.21688658614526,0.00619579742292364,0.0445862433931839,"INSL4 (interacts with) AGE.x"
"5771","IRAK1","AGE.x",0.215583688632922,0.00652044002923002,0.0463738305318032,"IRAK1 (interacts with) AGE.x"
"5772","ISM1","AGE.x",0.327743054972983,2.62636810528516e-05,0.000437873295852685,"ISM1 (interacts with) AGE.x"
"5773","ITGB5","AGE.x",0.351881551800427,5.79266557876323e-06,0.000111886957039854,"ITGB5 (interacts with) AGE.x"
"5774","ITGBL1","AGE.x",0.241324433736977,0.00225367028074519,0.0200574875868043,"ITGBL1 (interacts with) AGE.x"
"5775","ITIH3","AGE.x",0.289745537238641,0.00022192220035766,0.00286855973965337,"ITIH3 (interacts with) AGE.x"
"5776","ITPA","AGE.x",0.220426423417899,0.00538534438654814,0.0399982069030952,"ITPA (interacts with) AGE.x"
"5777","JAM2","AGE.x",0.323592992926229,3.3634778331626e-05,0.000546190814123056,"JAM2 (interacts with) AGE.x"
"5778","JAM3","AGE.x",0.237429672943402,0.00266611698049823,0.0229739654067207,"JAM3 (interacts with) AGE.x"
"5779","KIF1C","AGE.x",0.368981185215897,1.83654514795961e-06,3.91945109583578e-05,"KIF1C (interacts with) AGE.x"
"5780","KLK11","AGE.x",0.323938126426016,3.29544106119073e-05,0.00053628300183731,"KLK11 (interacts with) AGE.x"
"5781","KLK3","AGE.x",0.317103262781623,4.91674237097506e-05,0.000766028588799414,"KLK3 (interacts with) AGE.x"
"5782","KLK4","AGE.x",0.522945481689256,1.80655490567005e-12,8.64392735200406e-11,"KLK4 (interacts with) AGE.x"
"5783","KRT19","AGE.x",0.280895204386169,0.000350207857835683,0.00424688339899191,"KRT19 (interacts with) AGE.x"
"5784","L1CAM","AGE.x",0.213467301806077,0.00708015434688303,0.0494061339339314,"L1CAM (interacts with) AGE.x"
"5785","LAIR1","AGE.x",0.347779716945584,7.55629799664703e-06,0.000142451903174033,"LAIR1 (interacts with) AGE.x"
"5786","LAMP3","AGE.x",0.261603881744471,0.000899485248524901,0.00942462319048952,"LAMP3 (interacts with) AGE.x"
"5787","LAYN","AGE.x",0.376955900309151,1.05040329057005e-06,2.3445904154045e-05,"LAYN (interacts with) AGE.x"
"5788","LCN15","AGE.x",0.234776755083411,0.00298496299545148,0.0251493926065107,"LCN15 (interacts with) AGE.x"
"5789","LCN2","AGE.x",0.216830682022264,0.00620942544333891,0.0446610125673398,"LCN2 (interacts with) AGE.x"
"5790","LEFTY2","AGE.x",0.319355159268604,4.31409115138059e-05,0.000682159252045334,"LEFTY2 (interacts with) AGE.x"
"5791","LETM1","AGE.x",0.310350618481583,7.23218036147166e-05,0.00107774021054175,"LETM1 (interacts with) AGE.x"
"5792","LIF","AGE.x",0.219218088169381,0.0056506589082308,0.0415193308800192,"LIF (interacts with) AGE.x"
"5793","LMOD1","AGE.x",0.436194937914938,1.0108768933037e-08,3.10266626522635e-07,"LMOD1 (interacts with) AGE.x"
"5794","LRG1","AGE.x",0.263858624411294,0.000808454169975992,0.00862041210262479,"LRG1 (interacts with) AGE.x"
"5795","LTA","AGE.x",-0.295131128776257,0.000166890288441079,0.00224090168131324,"LTA (interacts with) AGE.x"
"5796","LTBP2","AGE.x",0.470128688425648,4.59482674131095e-10,1.67711079208028e-08,"LTBP2 (interacts with) AGE.x"
"5797","LY6D","AGE.x",0.262049798835545,0.000880768370501439,0.00926020262643631,"LY6D (interacts with) AGE.x"
"5798","MAMDC2","AGE.x",0.225774491319767,0.00433998526172785,0.0337948082599282,"MAMDC2 (interacts with) AGE.x"
"5799","MAPK9","AGE.x",0.241627427246719,0.00222414917585856,0.019845505556916,"MAPK9 (interacts with) AGE.x"
"5800","MCAM","AGE.x",0.266106762782005,0.000726189455857895,0.00787906232101246,"MCAM (interacts with) AGE.x"
"5801","MDK","AGE.x",0.29987983272028,0.000129198705843603,0.00179362670681235,"MDK (interacts with) AGE.x"
"5802","MERTK","AGE.x",0.292550352948878,0.000191446200825673,0.00252392796889876,"MERTK (interacts with) AGE.x"
"5803","MFAP3L","AGE.x",0.244295359828671,0.00197896778072404,0.0180510697260601,"MFAP3L (interacts with) AGE.x"
"5804","MFAP5","AGE.x",0.243058652870628,0.00208939092751481,0.0188648366289734,"MFAP5 (interacts with) AGE.x"
"5805","MLN","AGE.x",0.321357352561626,3.83722658261476e-05,0.000614496917583672,"MLN (interacts with) AGE.x"
"5806","MMP12","AGE.x",0.497017459189732,3.08402192672474e-11,1.29063218615776e-09,"MMP12 (interacts with) AGE.x"
"5807","MMP7","AGE.x",0.300890522576175,0.000122277905820312,0.00170960851967691,"MMP7 (interacts with) AGE.x"
"5808","MRC1","AGE.x",0.315664904457517,5.34211944267504e-05,0.000824584311256945,"MRC1 (interacts with) AGE.x"
"5809","MSLN","AGE.x",0.231024176986182,0.00349487578741181,0.0285034899684842,"MSLN (interacts with) AGE.x"
"5810","MSR1","AGE.x",0.236391273075842,0.00278705312107719,0.0238073314383173,"MSR1 (interacts with) AGE.x"
"5811","MXRA8","AGE.x",0.235352648960033,0.00291295739697484,0.024666043860668,"MXRA8 (interacts with) AGE.x"
"5812","MYBPC1","AGE.x",0.231647849876766,0.00340503328295139,0.0279208756309536,"MYBPC1 (interacts with) AGE.x"
"5813","MYL3","AGE.x",0.244266059168246,0.00198152140671137,0.0180705170122343,"MYL3 (interacts with) AGE.x"
"5814","NBL1","AGE.x",0.284966157203055,0.000284446685571149,0.00355460073140854,"NBL1 (interacts with) AGE.x"
"5815","NCS1","AGE.x",0.303116538581794,0.00010823729240661,0.00153684317267896,"NCS1 (interacts with) AGE.x"
"5816","NECTIN2","AGE.x",0.224851806864669,0.00450618098926303,0.0348080683214132,"NECTIN2 (interacts with) AGE.x"
"5817","NEFL","AGE.x",0.521711065767223,2.07944772512292e-12,9.88389037940169e-11,"NEFL (interacts with) AGE.x"
"5818","NOS1","AGE.x",0.256211658975939,0.00115660216369728,0.0116195985208325,"NOS1 (interacts with) AGE.x"
"5819","NPC2","AGE.x",0.347338168278953,7.77389572270692e-06,0.000146158821108594,"NPC2 (interacts with) AGE.x"
"5820","NPDC1","AGE.x",0.254208509513063,0.00126813439856432,0.012537419267497,"NPDC1 (interacts with) AGE.x"
"5821","NPPB","AGE.x",0.297047833081481,0.000150587866379226,0.00204904941259016,"NPPB (interacts with) AGE.x"
"5822","NT5C1A","AGE.x",0.288675602326465,0.000234692455704621,0.00301049073222564,"NT5C1A (interacts with) AGE.x"
"5823","NTF4","AGE.x",-0.24408752728095,0.00199714574174514,0.0181860334807405,"NTF4 (interacts with) AGE.x"
"5824","NTproBNP","AGE.x",0.389264440674771,4.30504119908193e-07,1.02929755406171e-05,"NTproBNP (interacts with) AGE.x"
"5825","NTRK3","AGE.x",0.232970212004246,0.0032213950358948,0.0267195409496585,"NTRK3 (interacts with) AGE.x"
"5826","NUCB2","AGE.x",0.316748742461874,5.01853034009514e-05,0.000780110006765335,"NUCB2 (interacts with) AGE.x"
"5827","NXPE4","AGE.x",0.250151022881025,0.00152472448667318,0.0145879660374316,"NXPE4 (interacts with) AGE.x"
"5828","OCLN","AGE.x",0.296489046055976,0.000155180335336125,0.00210338274292054,"OCLN (interacts with) AGE.x"
"5829","ODAM","AGE.x",-0.258433866834381,0.00104342839480576,0.0106670913333472,"ODAM (interacts with) AGE.x"
"5830","OGN","AGE.x",0.386500957156265,5.27631880631318e-07,1.24165550810523e-05,"OGN (interacts with) AGE.x"
"5831","PFKFB2","AGE.x",0.231611893040256,0.00341015588629423,0.0279546502215329,"PFKFB2 (interacts with) AGE.x"
"5832","PGA4","AGE.x",0.24916724563991,0.00159368369598134,0.0151250365635693,"PGA4 (interacts with) AGE.x"
"5833","PGF","AGE.x",0.455832765996661,1.76108083671522e-09,5.97842649481138e-08,"PGF (interacts with) AGE.x"
"5834","PHOSPHO1","AGE.x",0.273585492616075,0.00050477132176252,0.00579935638477673,"PHOSPHO1 (interacts with) AGE.x"
"5835","PIK3IP1","AGE.x",0.385305731502256,5.75831208937672e-07,1.34641551929599e-05,"PIK3IP1 (interacts with) AGE.x"
"5836","PIKFYVE","AGE.x",0.225058459041134,0.00446846996961092,0.034581264456346,"PIKFYVE (interacts with) AGE.x"
"5837","PKD1","AGE.x",0.327467467911358,2.6701657942052e-05,0.000444371004773744,"PKD1 (interacts with) AGE.x"
"5838","PKD2","AGE.x",0.350059516642812,6.521569453799e-06,0.00012462753253592,"PKD2 (interacts with) AGE.x"
"5839","PLAUR","AGE.x",0.333157604462852,1.89158858199256e-05,0.000326008558674897,"PLAUR (interacts with) AGE.x"
"5840","PLIN3","AGE.x",0.217474733553024,0.00605402995480553,0.0437993361134927,"PLIN3 (interacts with) AGE.x"
"5841","PLTP","AGE.x",0.307133873213001,8.6635443576899e-05,0.00126414558836783,"PLTP (interacts with) AGE.x"
"5842","PODXL2","AGE.x",-0.229665211395781,0.00369807964848978,0.0298015703586126,"PODXL2 (interacts with) AGE.x"
"5843","POLR2F","AGE.x",0.347427270794144,7.72951323924076e-06,0.000145395828259475,"POLR2F (interacts with) AGE.x"
"5844","POSTN","AGE.x",0.284323628252746,0.000294000623564994,0.0036567336416346,"POSTN (interacts with) AGE.x"
"5845","PRELP","AGE.x",0.408317872297404,1.00562062899101e-07,2.66524158541126e-06,"PRELP (interacts with) AGE.x"
"5846","PRG2","AGE.x",0.238886782434978,0.00250442026467335,0.0218453688985213,"PRG2 (interacts with) AGE.x"
"5847","PRND","AGE.x",0.253772483238205,0.00129367887545806,0.0127444743968021,"PRND (interacts with) AGE.x"
"5848","PROK1","AGE.x",-0.255324755188654,0.00120482675776801,0.0120176014305139,"PROK1 (interacts with) AGE.x"
"5849","PRSS8","AGE.x",0.311026119484173,6.96121558516616e-05,0.00104181145219361,"PRSS8 (interacts with) AGE.x"
"5850","PSG1","AGE.x",0.229790886820899,0.00367885091817821,0.0296815869799094,"PSG1 (interacts with) AGE.x"
"5851","PTGDS","AGE.x",0.339290821255866,1.29452530202023e-05,0.000231659801782312,"PTGDS (interacts with) AGE.x"
"5852","PTN","AGE.x",0.238757363096646,0.00251841389085383,0.0219456961734082,"PTN (interacts with) AGE.x"
"5853","PTPRZ1","AGE.x",0.234433008269157,0.00302870523270959,0.025441092220632,"PTPRZ1 (interacts with) AGE.x"
"5854","PXDNL","AGE.x",0.217730527068786,0.00599328152786716,0.0434576159642906,"PXDNL (interacts with) AGE.x"
"5855","PYY","AGE.x",0.256741712658992,0.00112863107723915,0.0113859454518665,"PYY (interacts with) AGE.x"
"5856","RARRES2","AGE.x",0.22170293946536,0.00511721140399723,0.0384396464777678,"RARRES2 (interacts with) AGE.x"
"5857","RBFOX3","AGE.x",0.390669782431014,3.87914147026436e-07,9.34555240209431e-06,"RBFOX3 (interacts with) AGE.x"
"5858","RBP2","AGE.x",0.216737804614755,0.00623212571764853,0.0447841792755395,"RBP2 (interacts with) AGE.x"
"5859","RBP7","AGE.x",0.233999477171979,0.00308469793020594,0.025813760179548,"RBP7 (interacts with) AGE.x"
"5860","REG4","AGE.x",0.277003061444495,0.000425998010767925,0.00501992652339006,"REG4 (interacts with) AGE.x"
"5861","RET","AGE.x",-0.314200179835488,5.8106104781519e-05,0.000887994724685631,"RET (interacts with) AGE.x"
"5862","RNASE1","AGE.x",0.441713866735728,6.2553873192428e-09,1.97486463393244e-07,"RNASE1 (interacts with) AGE.x"
"5863","RNASE4","AGE.x",0.290660067881214,0.000211521998162878,0.00275191610893578,"RNASE4 (interacts with) AGE.x"
"5864","RNASE6","AGE.x",0.387051664388402,5.06743548900346e-07,1.19612138847077e-05,"RNASE6 (interacts with) AGE.x"
"5865","RNF149","AGE.x",0.259500999160625,0.000992770596687453,0.0102340377871098,"RNF149 (interacts with) AGE.x"
"5866","RNF4","AGE.x",-0.257626702625484,0.00108330678464341,0.0110056152533027,"RNF4 (interacts with) AGE.x"
"5867","ROBO4","AGE.x",0.225022507161692,0.0044750102471478,0.034620863004258,"ROBO4 (interacts with) AGE.x"
"5868","RSPO1","AGE.x",0.488703019064132,7.29147853206769e-11,2.9261576974773e-09,"RSPO1 (interacts with) AGE.x"
"5869","RSPO3","AGE.x",0.523470408816507,1.70152780754051e-12,8.16757685345882e-11,"RSPO3 (interacts with) AGE.x"
"5870","S100A13","AGE.x",0.255160510455275,0.00121395674699309,0.012092759613327,"S100A13 (interacts with) AGE.x"
"5871","S100G","AGE.x",0.255776200635745,0.00118005459896109,0.0118127512492397,"S100G (interacts with) AGE.x"
"5872","S100P","AGE.x",0.225410422863466,0.00440489316265213,0.0341926073184934,"S100P (interacts with) AGE.x"
"5873","SCARA5","AGE.x",0.35859309153322,3.71963147616228e-06,7.47845805683824e-05,"SCARA5 (interacts with) AGE.x"
"5874","SCARB2","AGE.x",0.308510288034533,8.02136553132993e-05,0.00118119108721937,"SCARB2 (interacts with) AGE.x"
"5875","SCARF1","AGE.x",0.251959280187277,0.00140502813643062,0.0136432454717438,"SCARF1 (interacts with) AGE.x"
"5876","SCARF2","AGE.x",0.525544526519057,1.34114941374719e-12,6.50835791004482e-11,"SCARF2 (interacts with) AGE.x"
"5877","SCGB1A1","AGE.x",0.258113363405671,0.0010590991914845,0.0107993707447033,"SCGB1A1 (interacts with) AGE.x"
"5878","SCRG1","AGE.x",0.390779705458217,3.84758344740277e-07,9.2758210768238e-06,"SCRG1 (interacts with) AGE.x"
"5879","SELL","AGE.x",-0.408094193111884,1.02347996966401e-07,2.70925773717668e-06,"SELL (interacts with) AGE.x"
"5880","SEMA3F","AGE.x",0.235511400709789,0.00289338620578494,0.0245332395287072,"SEMA3F (interacts with) AGE.x"
"5881","SEPTIN3","AGE.x",0.221244811032775,0.00521203481748511,0.0389942677266083,"SEPTIN3 (interacts with) AGE.x"
"5882","SEPTIN8","AGE.x",0.381786577184228,7.43371486588984e-07,1.70444833498287e-05,"SEPTIN8 (interacts with) AGE.x"
"5883","SERPINB8","AGE.x",0.236787324098192,0.00274035405063078,0.0234879514524296,"SERPINB8 (interacts with) AGE.x"
"5884","SESTD1","AGE.x",0.214622342324113,0.00676960495973189,0.0477289215880157,"SESTD1 (interacts with) AGE.x"
"5885","SFRP1","AGE.x",0.294631946111677,0.000171398141424639,0.00229299556283692,"SFRP1 (interacts with) AGE.x"
"5886","SFTPD","AGE.x",0.233813722215672,0.00310897387887321,0.0259761368489584,"SFTPD (interacts with) AGE.x"
"5887","SHISA5","AGE.x",0.395486005211861,2.7045112838131e-07,6.688360813151e-06,"SHISA5 (interacts with) AGE.x"
"5888","SIAE","AGE.x",0.276117890932959,0.000445229810107861,0.00521331810050275,"SIAE (interacts with) AGE.x"
"5889","SLC39A5","AGE.x",0.246670213700323,0.00178167125129969,0.0165680236682279,"SLC39A5 (interacts with) AGE.x"
"5890","SLMAP","AGE.x",0.378255710432788,9.57616127728045e-07,2.15363785855407e-05,"SLMAP (interacts with) AGE.x"
"5891","SMAD5","AGE.x",0.301408200717017,0.000118868608985911,0.00166787255725305,"SMAD5 (interacts with) AGE.x"
"5892","SMOC1","AGE.x",0.242169650086264,0.00217219419646719,0.0194695710430355,"SMOC1 (interacts with) AGE.x"
"5893","SMOC2","AGE.x",0.231917346821572,0.0033668596367753,0.0276723258660144,"SMOC2 (interacts with) AGE.x"
"5894","SMPD1","AGE.x",0.273776160418204,0.000500044489153417,0.00575334035063768,"SMPD1 (interacts with) AGE.x"
"5895","SMTN","AGE.x",0.318121349782453,4.63510347068485e-05,0.000726955214684897,"SMTN (interacts with) AGE.x"
"5896","SOD3","AGE.x",0.257949489681089,0.00106719472692696,0.0108686570109665,"SOD3 (interacts with) AGE.x"
"5897","SORCS2","AGE.x",0.337169350544922,1.47734312689884e-05,0.00026107654874204,"SORCS2 (interacts with) AGE.x"
"5898","SOST","AGE.x",0.282413765886475,0.000324184828413454,0.00397559798444992,"SOST (interacts with) AGE.x"
"5899","SPACA5_SPACA5B","AGE.x",0.260254676483854,0.000958362479319685,0.00993800344553307,"SPACA5_SPACA5B (interacts with) AGE.x"
"5900","SPINK1","AGE.x",0.227641003224133,0.00402050923685193,0.0318243977624612,"SPINK1 (interacts with) AGE.x"
"5901","SPINT2","AGE.x",0.315944538709658,5.25680803566964e-05,0.00081285588734662,"SPINT2 (interacts with) AGE.x"
"5902","SPON1","AGE.x",0.316528729419363,5.08269044672272e-05,0.000788922625847281,"SPON1 (interacts with) AGE.x"
"5903","SPON2","AGE.x",0.352349745645216,5.61823655442772e-06,0.000108822725575542,"SPON2 (interacts with) AGE.x"
"5904","SPP1","AGE.x",0.241173698272331,0.00226848869530927,0.0201649945191806,"SPP1 (interacts with) AGE.x"
"5905","STX4","AGE.x",0.246875949839909,0.00176545172107012,0.0164438684311906,"STX4 (interacts with) AGE.x"
"5906","SUSD2","AGE.x",0.279775893248756,0.000370613456551538,0.00445759784758942,"SUSD2 (interacts with) AGE.x"
"5907","SUSD5","AGE.x",0.350247821733891,6.44239248392964e-06,0.000123245025360284,"SUSD5 (interacts with) AGE.x"
"5908","TADA3","AGE.x",0.234102834658038,0.00307126458918638,0.0257257124311581,"TADA3 (interacts with) AGE.x"
"5909","TAFA5","AGE.x",0.217420847321589,0.00606689723243936,0.0438707994676723,"TAFA5 (interacts with) AGE.x"
"5910","TAP1","AGE.x",-0.216305556292943,0.00633874840705118,0.0453769811021059,"TAP1 (interacts with) AGE.x"
"5911","TCN1","AGE.x",-0.234326653984331,0.00304235576854772,0.0255315317039839,"TCN1 (interacts with) AGE.x"
"5912","TFF1","AGE.x",0.322704836260732,3.54468685193066e-05,0.000572398615361805,"TFF1 (interacts with) AGE.x"
"5913","TFF3","AGE.x",0.376411675426738,1.09174513029942e-06,2.42921624267385e-05,"TFF3 (interacts with) AGE.x"
"5914","TFPI2","AGE.x",0.219408410725752,0.00560810992467564,0.0412747161827827,"TFPI2 (interacts with) AGE.x"
"5915","TGFB1","AGE.x",0.263494727683513,0.00082254826624828,0.00874422577363214,"TGFB1 (interacts with) AGE.x"
"5916","TGFB2","AGE.x",0.222377442605139,0.00498041218509826,0.0376407604495647,"TGFB2 (interacts with) AGE.x"
"5917","TGFBR2","AGE.x",0.355372070139226,4.60652594802546e-06,9.08724477796963e-05,"TGFBR2 (interacts with) AGE.x"
"5918","TGFBR3","AGE.x",0.239675479108579,0.00242065354095145,0.0212506581174423,"TGFBR3 (interacts with) AGE.x"
"5919","TGOLN2","AGE.x",0.265833613454476,0.000735756362725937,0.00796694830181959,"TGOLN2 (interacts with) AGE.x"
"5920","TIMP1","AGE.x",0.288458414874495,0.000237366697192654,0.00304011913556817,"TIMP1 (interacts with) AGE.x"
"5921","TIMP2","AGE.x",0.24783042000396,0.00169194885155655,0.015884907205776,"TIMP2 (interacts with) AGE.x"
"5922","TIMP4","AGE.x",0.29821108454602,0.000141431044328844,0.00194055036606378,"TIMP4 (interacts with) AGE.x"
"5923","TMSB10","AGE.x",0.285798464803444,0.000272498974551727,0.00342500959016105,"TMSB10 (interacts with) AGE.x"
"5924","TNFRSF10B","AGE.x",0.457617231642495,1.49418344363994e-09,5.1174012781217e-08,"TNFRSF10B (interacts with) AGE.x"
"5925","TNFRSF11A","AGE.x",0.258091089663029,0.00106019622397246,0.0108088257155619,"TNFRSF11A (interacts with) AGE.x"
"5926","TNFRSF11B","AGE.x",0.476845516191306,2.39158470805023e-10,9.03560305238841e-09,"TNFRSF11B (interacts with) AGE.x"
"5927","TNFRSF12A","AGE.x",0.364315437405219,2.52923939880745e-06,5.25625588948624e-05,"TNFRSF12A (interacts with) AGE.x"
