"","ID","NAME","EQUATION","GENE.ASSOCIATION","SUBSYSTEM","Flux_C1","Flux_C2","Flux_CT"
"612","MAR04967","Fatty Acid Beta Oxidation (C10:1->C8), Mitochondrial","(2E)-decenoyl-CoA[m] + CoA[m] + H2O[m] + NAD+[m] => acetyl-CoA[m] + H+[m] + NADH[m] + octanoyl-CoA[m]","ENSG00000127884 and ENSG00000138796 and ENSG00000167315","Fatty acid oxidation",0.00287606027487399,165.178685027787,291.369200492274
"613","MAR04972","","citrate[c] + isocitrate[m] <=> citrate[m] + isocitrate[c]","ENSG00000100075","Transport reactions",1000,1000,1000
"614","MAR04980","","thymine[c] <=> thymine[e]","ENSG00000174669","Transport reactions",999.996390626655,-662.798882527193,999.996390626656
"615","MAR04985","","guanine[c] <=> guanine[e]","ENSG00000174669","Transport reactions",236.419546692344,1000,-957.396019075482
"616","MAR04993","","pyridoxine[c] <=> pyridoxine[e]","","Transport reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"617","MAR05003","","cytidine[c] <=> cytidine[e]","ENSG00000112759 or ENSG00000174669","Transport reactions",-3.15900375921035,-3.49693457317039,-3.23697058259324
"618","MAR05008","","deoxyuridine[c] <=> deoxyuridine[e]","ENSG00000112759 or ENSG00000174669","Transport reactions",1000,-20.7375812003577,1000
"619","MAR05027","","glucose[c] <=> glucose[r]","ENSG00000117394","Transport reactions",NA,-0.0657806879984264,-0.024303113851488
"620","MAR05029","","glucose[c] <=> glucose[e]","ENSG00000059804 or ENSG00000109667 or ENSG00000117394 or ENSG00000133460 or ENSG00000136856 or ENSG00000140675 or ENSG00000142583 or ENSG00000146411 or ENSG00000160326 or ENSG00000163581 or ENSG00000173262 or ENSG00000181856 or ENSG00000197241 or ENSG00000197496","Transport reactions",NA,-986.356608825596,-999.975696886149
"621","MAR05032","","adenosine[c] <=> adenosine[e]","ENSG00000112759 or ENSG00000164638 or ENSG00000174669","Transport reactions",1000,1000,246.967010667246
"622","MAR05033","","thymidine[c] <=> thymidine[m]","ENSG00000112759","Transport reactions",0.003609373344716,NA,0.00360937334426126
"623","MAR05034","","thymidine[c] <=> thymidine[e]","ENSG00000112759 or ENSG00000174669","Transport reactions",-1000,662.798882527193,-1000
"624","MAR05035","","uridine[c] <=> uridine[e]","ENSG00000112759 or ENSG00000174669","Transport reactions",-1000,-1000,-1000
"625","MAR05037","","guanosine[c] <=> guanosine[e]","ENSG00000112759 or ENSG00000174669","Transport reactions",-240.390319440586,-667.380402251228,957.396019075482
"626","MAR05042","","inosine[c] <=> inosine[e]","ENSG00000112759 or ENSG00000174669","Transport reactions",NA,NA,-1000
"627","MAR05043","","Pi[c] + H+[i] => H+[m] + Pi[m]","ENSG00000075415","Transport reactions",1000,1000,1000
"628","MAR05070","","histidine[c] <=> histidine[e]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",1000,950.97101660273,1000
"629","MAR05071","","lysine[e] => lysine[c]","ENSG00000003989 or ENSG00000139209 or ENSG00000139514 or ENSG00000165349","Transport reactions",1000,NA,970.813765822868
"630","MAR05074","","tyrosine[c] <=> tyrosine[e]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000112394 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",-1000,-1000,-1000
"631","MAR05078","","glutamine[c] <=> glutamine[e]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",1000,1000,1000
"632","MAR05080","","tryptophan[c] <=> tryptophan[e]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000112394 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",-1000,-1000,-1000
"633","MAR05082","","phenylalanine[c] <=> phenylalanine[e]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000112394 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",-1000,1000,1000
"634","MAR05085","","leucine[c] <=> leucine[e]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",1000,1000,1000
"635","MAR05089","","valine[c] <=> valine[e]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",-1000,-1000,351.182842670606
"636","MAR05091","","threonine[e] => threonine[c]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000130876 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",1000,1000,1000
"637","MAR05092","","isoleucine[c] <=> isoleucine[e]","(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000155465 or ENSG00000165349 or ENSG00000167703","Transport reactions",1000,1000,1000
"638","MAR05094","","ornithine[e] => ornithine[c]","ENSG00000003989 or ENSG00000139209 or ENSG00000139514 or ENSG00000165349","Transport reactions",1000,1000,1000
"639","MAR05098","Fatty Acid Beta Oxidation (C12->Ohc12), Mitochondrial","FAD[m] + H2O[m] + lauroyl-CoA[m] => (S)-3-hydroxydodecanoyl-CoA[m] + FADH2[m]","ENSG00000117054 and ENSG00000127884","Fatty acid oxidation",NA,165.178685027787,125.041140344507
"640","MAR05105","","H+[c] + ornithine[m] => H+[m] + ornithine[c]","ENSG00000102743 or ENSG00000120329","Transport reactions",NA,26.4440344192828,1000
"641","MAR05122","","glutamate[c] + H+[c] => glutamate[m] + H+[m]","ENSG00000177542 or ENSG00000182902","Transport reactions",NA,1000,1000
"642","MAR05128","","NH4+[e] <=> H+[e] + NH3[e]","","Miscellaneous",NA,NA,-1000
"643","MAR05130","L-Tyrosine:tRNA(Tyr) ligase (AMP-forming)","ATP[c] + tRNA(tyr)[c] + tyrosine[c] => AMP[c] + L-tyrosyl-tRNA(tyr)[c] + PPi[c]","ENSG00000134684","Aminoacyl-tRNA biosynthesis",13.0760229305592,14.4748155275605,13.0760229305592
"644","MAR05131","L-Alanine:tRNA(Ala) ligase (AMP-forming)","alanine[c] + ATP[c] + tRNA(ala)[c] => AMP[c] + L-alanyl-tRNA(ala)[c] + PPi[c]","ENSG00000090861","Aminoacyl-tRNA biosynthesis",37.2736454355086,41.2609510234021,37.2736454355086
"645","MAR05132","L-Arginine:tRNA(Arg) ligase (AMP-forming)","arginine[c] + ATP[c] + tRNA(arg)[c] => AMP[c] + L-arginyl-tRNA(arg)[c] + PPi[c]","ENSG00000113643","Aminoacyl-tRNA biosynthesis",23.8253513894886,26.3740411035978,23.8253513894886
"646","MAR05133","L-Asparagine:tRNA(Asn) ligase (AMP-forming)","asparagine[c] + ATP[c] + tRNA(asn)[c] => AMP[c] + L-asparaginyl-tRNA(asn)[c] + PPi[c]","ENSG00000134440","Aminoacyl-tRNA biosynthesis",17.4502085372231,19.3169246364242,17.4502085372231
"647","MAR05134","L-Aspartate:tRNA(Asp) ligase (AMP-forming)","aspartate[c] + ATP[c] + tRNA(asp)[c] => AMP[c] + L-aspartyl-tRNA(asp)[c] + PPi[c]","ENSG00000115866","Aminoacyl-tRNA biosynthesis",25.8728425245228,28.6405602609383,25.8728425245228
"648","MAR05135","L-Cysteine:tRNA(Cys) ligase (AMP-forming)","ATP[c] + cysteine[c] + tRNA(cys)[c] => AMP[c] + L-cysteinyl-tRNA(cys)[c] + PPi[c]","ENSG00000110619","Aminoacyl-tRNA biosynthesis",8.51570176616488,9.426659222575,8.51570176616488
"649","MAR05136","L-Glutamine:tRNA(Gln) ligase (AMP-forming)","ATP[c] + glutamine[c] + tRNA(gln)[c] => AMP[c] + L-glutaminyl-tRNA(gln)[c] + PPi[c]","ENSG00000172053","Aminoacyl-tRNA biosynthesis",19.9165046771507,22.0470499850388,19.9165046771507
"650","MAR05137","L-glutamate:tRNA(Glu) ligase (AMP-forming)","ATP[c] + glutamate[c] + tRNA(glu)[c] => AMP[c] + L-glutamyl-tRNA(glu)[c] + PPi[c]","ENSG00000136628","Aminoacyl-tRNA biosynthesis",36.4360354257219,40.3337386408537,36.4360354257219
"651","MAR05138","glycine:tRNA(Gly) ligase (AMP-forming)","ATP[c] + glycine[c] + tRNA(gly)[c] => AMP[c] + glycyl-tRNA(gly)[c] + PPi[c]","ENSG00000106105","Aminoacyl-tRNA biosynthesis",33.550934280901,37.1400071009649,33.550934280901
"652","MAR05139","L-Histidine:tRNA(His) ligase (AMP-forming)","ATP[c] + histidine[c] + tRNA(his)[c] => AMP[c] + L-histidyl-tRNA(his)[c] + PPi[c]","ENSG00000170445","Aminoacyl-tRNA biosynthesis",10.6097267906317,11.7446901789459,10.6097267906317
"653","MAR05140","L-Isoleucine:tRNA(Ile) ligase (AMP-forming)","ATP[c] + isoleucine[c] + tRNA(ile)[c] => AMP[c] + L-isoleucyl-tRNA(ile)[c] + PPi[c]","ENSG00000196305","Aminoacyl-tRNA biosynthesis",20.567979129207,22.7682151714653,20.567979129207
"654","MAR05141","L-Leucine:tRNA(Leu) ligase (AMP-forming)","ATP[c] + leucine[c] + tRNA(leu)[c] => AMP[c] + L-leucyl-tRNA(leu)[c] + PPi[c]","ENSG00000133706","Aminoacyl-tRNA biosynthesis",42.392373273094,46.9272489167532,42.392373273094
"655","MAR05142","L-lysine:tRNALys ligase (AMP-forming)","ATP[c] + lysine[c] + tRNA(lys)[c] => AMP[c] + L-lysyl-tRNA(lys)[c] + PPi[c]","ENSG00000065427","Aminoacyl-tRNA biosynthesis",33.4578665020358,37.036983502904,33.4578665020358
"656","MAR05143","L-Methionine:tRNAMet ligase (AMP-forming)","ATP[c] + methionine[c] + tRNA(met)[c] => AMP[c] + L-methionyl-tRNA(met)[c] + PPi[c]","ENSG00000166986","Aminoacyl-tRNA biosynthesis",10.3305234540361,11.4356193847631,10.3305234540361
"657","MAR05145","L-Phenylalanine:tRNA(Ala) ligase (AMP-forming)","ATP[c] + phenylalanine[c] + tRNA(phe)[c] => AMP[c] + L-phenylalanyl-tRNA(phe)[c] + PPi[c]","ENSG00000116120 and ENSG00000179115","Aminoacyl-tRNA biosynthesis",17.124471311195,18.9563420432109,17.124471311195
"658","MAR05146","L-proline:tRNA(Pro) ligase (AMP-forming)","ATP[c] + proline[c] + tRNA(pro)[c] => AMP[c] + L-prolyl-tRNA(pro)[c] + PPi[c]","ENSG00000136628","Aminoacyl-tRNA biosynthesis",23.7322836106234,26.2710175055369,23.7322836106234
"659","MAR05147","L-Serine:tRNA(Ser) ligase (AMP-forming)","ATP[c] + serine[c] + tRNA(ser)[c] => AMP[c] + L-seryl-tRNA(ser)[c] + PPi[c]","ENSG00000031698","Aminoacyl-tRNA biosynthesis",30.7589009149453,34.049299159137,30.7589009149453
"660","MAR05148","L-Threonine:tRNA(Thr) ligase (AMP-forming)","ATP[c] + threonine[c] + tRNA(thr)[c] => AMP[c] + L-threonyl-tRNA(thr)[c] + PPi[c]","ENSG00000113407","Aminoacyl-tRNA biosynthesis",24.8956308464383,27.5588124812985,24.8956308464383
"661","MAR05149","L-Tryptophan -tRNA(Trp) ligase (AMP-forming)","ATP[c] + tRNA(trp)[c] + tryptophan[c] => AMP[c] + L-tryptophanyl-tRNA(trp)[c] + PPi[c]","ENSG00000140105","Aminoacyl-tRNA biosynthesis",4.56032116439431,5.04815630498552,4.56032116439431
"662","MAR05150","L-Valine:tRNAVal ligase (AMP-forming)","ATP[c] + tRNA(val)[c] + valine[c] => AMP[c] + L-valyl-tRNA(val)[c] + PPi[c]","ENSG00000204394","Aminoacyl-tRNA biosynthesis",31.0381042515409,34.3583699533198,31.0381042515409
"663","MAR05292","","acetate[c] <=> acetate[m]","ENSG00000152779 or ENSG00000165449 or ENSG00000174327","Transport reactions",-168.715447401201,-693.692587639116,-240.079552521977
"664","MAR05296","","methanol[c] <=> methanol[e]","","Transport reactions",-1000,NA,-500.002992990022
"665","MAR05297","2-oxoglutarate:NAD+ 2-oxidoreductase (CoA-succinylating)","AKG[m] + CoA[m] + NAD+[m] => CO2[m] + NADH[m] + succinyl-CoA[m]","ENSG00000091140 and ENSG00000105953 and ENSG00000119689","Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism",999.996390626656,NA,749.919862058191
"666","MAR05303","","ATP[c] <=> ATP[e]","","Transport reactions",-1000,-363.384048345996,-502.655919450809
"667","MAR05351","2-hydroxybutyrate:NAD+ oxidoreductase","2-hydroxybutyrate[c] + NAD+[c] <=> 2-oxobutyrate[c] + H+[c] + NADH[c]","ENSG00000111716 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989","Other",NA,294.03433843557,-1000
"668","MAR05407","carbonate hydro-lyase (carbon-dioxide-forming)","CO2[e] + H2O[e] <=> carbonate[e]","ENSG00000074410 or ENSG00000104267 or ENSG00000107159 or ENSG00000118298 or ENSG00000131686 or ENSG00000133742 or ENSG00000159593 or ENSG00000164879 or ENSG00000167434 or ENSG00000168748 or ENSG00000169239 or ENSG00000174990 or ENSG00000178538 or ENSG00000185015","Miscellaneous",-1000,-1000,-1000
"669","MAR05411","","H+[c] + L-lactate[c] <=> H+[m] + L-lactate[m]","ENSG00000155380","Transport reactions",-1000,-1000,-1000
"670","MAR05430","","H+[c] + Na+[e] => H+[e] + Na+[c]","ENSG00000066230 or ENSG00000090020 or ENSG00000115616 or ENSG00000135740 or ENSG00000180251 or ENSG00000181804","Transport reactions",NA,NA,1000
"671","MAR05441","","homoserine[c] <=> homoserine[e]","ENSG00000149150","Transport reactions",1000,1000,1000
"672","MAR05448","","HCO3-[c] + 2 Na+[c] => HCO3-[e] + 2 Na+[e]","ENSG00000080493 or ENSG00000188687","Transport reactions",NA,NA,997.516613696108
"673","MAR05458","","alanine[c] + glycine[e] <=> alanine[e] + glycine[c]","ENSG00000103257 or ENSG00000130876 or ENSG00000168003","Transport reactions",-1000,-1000,-1000
"674","MAR05459","","glutamine[c] + glycine[e] <=> glutamine[e] + glycine[c]","ENSG00000103257","Transport reactions",-1000,1000,1000
"675","MAR05460","","glycine[c] + serine[e] <=> glycine[e] + serine[c]","ENSG00000103257 or ENSG00000130876 or ENSG00000168003","Transport reactions",1000,-1000,-1000
"676","MAR05461","","glycine[c] + methionine[e] <=> glycine[e] + methionine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"677","MAR05462","","glycine[c] + tryptophan[e] <=> glycine[e] + tryptophan[c]","ENSG00000103257","Transport reactions",-1000,1000,1000
"678","MAR05463","","glycine[c] + phenylalanine[e] <=> glycine[e] + phenylalanine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"679","MAR05464","","glycine[c] + tyrosine[e] <=> glycine[e] + tyrosine[c]","ENSG00000103257","Transport reactions",965.474534916143,-1000,-1000
"680","MAR05465","","cysteine[c] + glycine[e] <=> cysteine[e] + glycine[c]","(ENSG00000092068 and ENSG00000168003) or ENSG00000103257","Transport reactions",-1000,-1000,-1000
"681","MAR05466","","glycine[c] + leucine[e] <=> glycine[e] + leucine[c]","ENSG00000103257","Transport reactions",-1000,304.500212404203,-1000
"682","MAR05467","","glycine[c] + proline[e] <=> glycine[e] + proline[c]","ENSG00000103257","Transport reactions",-1000,-1000,965.474534916144
"683","MAR05468","","asparagine[c] + glycine[e] <=> asparagine[e] + glycine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"684","MAR05469","","glycine[c] + valine[e] <=> glycine[e] + valine[c]","ENSG00000103257","Transport reactions",-1000,1000,1000
"685","MAR05470","","glycine[c] + threonine[e] <=> glycine[e] + threonine[c]","ENSG00000103257 or ENSG00000130876 or ENSG00000168003","Transport reactions",-1000,1000,1000
"686","MAR05471","","glycine[c] + homoserine[e] <=> glycine[e] + homoserine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"687","MAR05472","","glycine[c] + isoleucine[e] <=> glycine[e] + isoleucine[c]","ENSG00000103257","Transport reactions",1000,-473.205615652052,-1000
"688","MAR05473","","alanine[c] + glutamine[e] <=> alanine[e] + glutamine[c]","ENSG00000103257 or ENSG00000130876 or ENSG00000168003","Transport reactions",-1000,-1000,-1000
"689","MAR05474","","alanine[c] + serine[e] <=> alanine[e] + serine[c]","ENSG00000103257","Transport reactions",1000,-1000,-1000
"690","MAR05475","","alanine[c] + methionine[e] <=> alanine[e] + methionine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"691","MAR05476","","alanine[c] + tryptophan[e] <=> alanine[e] + tryptophan[c]","ENSG00000103257","Transport reactions",1000,-1000,-1000
"692","MAR05477","","alanine[c] + phenylalanine[e] <=> alanine[e] + phenylalanine[c]","ENSG00000103257","Transport reactions",1000,1000,1000
"693","MAR05478","","alanine[c] + tyrosine[e] <=> alanine[e] + tyrosine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"694","MAR05479","","alanine[c] + cysteine[e] <=> alanine[e] + cysteine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"695","MAR05480","","alanine[c] + leucine[e] <=> alanine[e] + leucine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"696","MAR05481","","alanine[c] + proline[e] <=> alanine[e] + proline[c]","ENSG00000103257","Transport reactions",-1000,1000,961.187771993561
"697","MAR05482","","alanine[c] + asparagine[e] <=> alanine[e] + asparagine[c]","ENSG00000103257","Transport reactions",-1000,1000,1000
"698","MAR05483","","alanine[c] + valine[e] <=> alanine[e] + valine[c]","ENSG00000103257","Transport reactions",1000,1000,1000
"699","MAR05484","","alanine[c] + threonine[e] <=> alanine[e] + threonine[c]","ENSG00000103257","Transport reactions",1000,1000,1000
"700","MAR05485","","alanine[c] + homoserine[e] <=> alanine[e] + homoserine[c]","ENSG00000103257","Transport reactions",1000,1000,1000
"701","MAR05486","","alanine[c] + isoleucine[e] <=> alanine[e] + isoleucine[c]","ENSG00000103257","Transport reactions",1000,1000,1000
"702","MAR05487","","glutamine[c] + serine[e] <=> glutamine[e] + serine[c]","ENSG00000103257 or ENSG00000130876 or ENSG00000168003","Transport reactions",-1000,906.081131902592,-1000
"703","MAR05488","","glutamine[c] + methionine[e] <=> glutamine[e] + methionine[c]","ENSG00000103257","Transport reactions",-1000,-1000,1000
"704","MAR05489","","glutamine[c] + tryptophan[e] <=> glutamine[e] + tryptophan[c]","ENSG00000103257","Transport reactions",1000,1000,1000
"705","MAR05490","","glutamine[c] + phenylalanine[e] <=> glutamine[e] + phenylalanine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"706","MAR05491","","glutamine[c] + tyrosine[e] <=> glutamine[e] + tyrosine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"707","MAR05492","","cysteine[c] + glutamine[e] <=> cysteine[e] + glutamine[c]","(ENSG00000130876 and ENSG00000168003) or (ENSG00000103257 and ENSG00000168003)","Transport reactions",-986.405975325632,-1000,-1000
"708","MAR05493","","glutamine[c] + leucine[e] <=> glutamine[e] + leucine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"709","MAR05494","","glutamine[c] + proline[e] <=> glutamine[e] + proline[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"710","MAR05495","","asparagine[c] + glutamine[e] <=> asparagine[e] + glutamine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"711","MAR05496","","glutamine[c] + valine[e] <=> glutamine[e] + valine[c]","ENSG00000103257","Transport reactions",912.228069426189,-1000,-1000
"712","MAR05497","","glutamine[c] + threonine[e] <=> glutamine[e] + threonine[c]","ENSG00000103257 or ENSG00000130876 or ENSG00000168003","Transport reactions",1000,595.100321430506,-1000
"713","MAR05498","","glutamine[c] + homoserine[e] <=> glutamine[e] + homoserine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-1000
"714","MAR05499","","glutamine[c] + isoleucine[e] <=> glutamine[e] + isoleucine[c]","ENSG00000103257","Transport reactions",1000,1000,960.031765560538
"715","MAR05500","","methionine[c] + serine[e] <=> methionine[e] + serine[c]","ENSG00000103257","Transport reactions",-1000,-1000,-848.061173615495
"716","MAR05501","","serine[c] + tryptophan[e] <=> serine[e] + tryptophan[c]","ENSG00000103257","Transport reactions",1000,-1000,-1000
"717","MAR05502","","phenylalanine[c] + serine[e] <=> phenylalanine[e] + serine[c]","ENSG00000103257","Transport reactions",1000,-1000,-1000
